"","Year","Article","Part","Chapter","CRTOT","CONVIC","ACQUIT","CMED","CCLOSE","CONFES","RECONC","CIRCUMS","SPONS","AMNESTY","DEATH","COTHER","PROB","RELAMN","RELOTHR","SAMEVERD","CNOTCR","DENOPR","CEDU","LIFEIMP","IMP","IMP1","IMP12","IMP23","IMP35","IMP510","IMP1015","IMP1525","RESTOL","DISBAT","ARREST","CORRW","SRVRSTR","PUBLW","FINE","DEPR"
"1",2013,"Article  109",1,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",2013,"Article  109",2,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",2013,"Article  109",3,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",2013,"Article  110",1,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",2013,"Article  110",2,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",2013,"Article  110",3,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",2013,"Article  111",1,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",2013,"Article  112",0,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",2013,"Article  113",0,"I",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",2013,"Article  114",1,"I",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11",2013,"Article  115",1,"II",968,876,3,69,20,0,0,0,0,0,15,2,8,0,0,NA,3,NA,0,1,867,0,2,4,45,670,146,0,0,0,0,0,0,0,0,0
"12",2013,"Article  115",2,"II",423,389,2,21,11,0,0,0,0,0,9,1,0,0,0,NA,1,NA,0,50,339,0,0,1,2,77,258,1,0,0,0,0,0,0,0,0
"13",2013,"Article  116",0,"II",24,20,1,0,3,0,0,0,0,2,0,1,8,0,1,NA,0,NA,0,0,10,0,2,7,1,0,0,0,1,0,0,0,0,0,0,0
"14",2013,"Article  117",0,"II",11,10,0,1,0,0,0,0,0,0,0,0,6,0,0,NA,0,NA,0,0,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0
"15",2013,"Article  118",0,"II",67,58,0,0,9,0,1,0,2,2,0,3,26,1,0,NA,0,NA,1,0,25,3,21,1,0,0,0,0,5,0,0,1,0,0,0,0
"16",2013,"Article  119",1,"II",256,223,2,1,30,0,8,1,3,11,2,3,108,5,4,NA,1,NA,1,0,86,1,5,35,45,0,0,0,19,0,1,0,0,0,0,0
"17",2013,"Article  119",2,"II",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",2013,"Article  120",1,"II",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19",2013,"Article  120",2,"II",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20",2013,"Article  120",3,"II",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"21",2013,"Article  121",1,"II",1823,1764,1,31,27,0,3,0,0,1,13,9,925,0,3,NA,0,NA,1,0,809,6,24,66,492,221,0,0,18,0,2,2,0,1,4,0
"22",2013,"Article  121",2,"II",841,810,1,17,13,0,0,0,0,1,6,5,52,0,2,NA,1,NA,0,0,754,1,3,12,79,652,7,0,2,0,0,0,0,0,0,0
"23",2013,"Article  122",1,"II",3156,2228,1,17,910,2,329,56,75,28,20,393,1610,6,12,NA,2,NA,5,0,263,64,136,58,2,3,0,0,155,0,3,108,0,12,59,0
"24",2013,"Article  122",2,"II",21,14,0,0,7,0,1,2,0,0,0,4,6,0,0,NA,0,NA,0,0,5,0,0,1,2,2,0,0,1,0,0,1,0,0,1,0
"25",2013,"Article  123",0,"II",11,7,0,0,4,1,3,0,0,0,0,0,4,0,0,NA,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
"26",2013,"Article  124",0,"II",179,136,0,0,43,1,34,0,0,1,1,5,37,1,3,NA,0,NA,1,0,4,2,2,0,0,0,0,0,26,0,16,4,0,38,7,0
"27",2013,"Article  125",1,"II",10979,4963,59,23,5934,62,3089,20,21,4,27,2671,25,0,29,NA,7,NA,33,0,16,5,2,6,2,1,0,0,8,0,7,34,0,1912,2925,3
"28",2013,"Article  125",2,"II",5177,2600,41,23,2513,30,1361,3,26,15,11,1031,215,0,11,NA,4,NA,32,0,18,4,3,3,8,0,0,0,59,0,112,33,0,911,1241,0
"29",2013,"Article  126",1,"II",985,357,9,1,618,8,278,0,3,2,5,320,0,0,4,NA,0,NA,2,0,3,1,1,1,0,0,0,0,1,0,1,2,0,138,208,0
"30",2013,"Article  126",2,"II",19,11,0,0,8,0,0,0,2,0,0,6,4,0,1,NA,0,NA,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0
"31",2013,"Article  127",1,"II",12,11,0,1,0,0,0,0,0,0,0,0,5,0,0,NA,0,NA,0,0,6,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0
"32",2013,"Article  127",2,"II",32,32,0,0,0,0,0,0,0,0,0,0,15,0,0,NA,0,NA,0,0,14,0,2,0,11,1,0,0,0,0,3,0,0,0,0,0
"33",2013,"Article  127",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",2013,"Article  127",4,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",2013,"Article  128",0,"II",784,497,3,4,280,12,210,5,10,5,3,26,121,0,20,NA,3,NA,6,0,5,0,2,2,1,0,0,0,57,0,1,25,1,241,19,0
"36",2013,"Article  129",1,"II",447,244,0,10,193,3,107,0,0,3,6,74,123,0,3,NA,0,NA,0,0,4,1,1,0,2,0,0,0,21,0,80,1,0,5,7,0
"37",2013,"Article  129",2,"II",2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",2013,"Article  130",1,"II",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"39",2013,"Article  130",2,"II",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",2013,"Article  130",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41",2013,"Article  130",4,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42",2013,"Article  131",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43",2013,"Article  131",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",2013,"Article  132",0,"II",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",2013,"Article  133",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46",2013,"Article  133",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47",2013,"Article  133",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",2013,"Article  134",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",2013,"Article  134",2,"II",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",2013,"Article  135",1,"II",33,25,0,0,8,1,5,0,0,0,0,1,21,0,0,NA,0,NA,1,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"51",2013,"Article  135",2,"II",2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52",2013,"Article  135",3,"II",18,18,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,0,NA,0,0,8,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0
"53",2013,"Article  136",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"54",2013,"Article  136",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",2013,"Article  136",3,"II",11,8,0,0,3,0,0,0,0,0,0,3,3,0,0,NA,0,NA,0,0,3,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0
"56",2013,"Article  137",1,"II",6,3,0,0,3,0,1,0,2,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"57",2013,"Article  137",2,"II",15,10,0,0,5,1,4,0,0,0,0,0,6,0,2,NA,0,NA,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"58",2013,"Article  138",0,"II",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",2013,"Article  139",1,"II",2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"60",2013,"Article  139",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",2013,"Article  140",1,"II",12,1,0,0,11,0,0,0,0,5,0,5,0,0,0,NA,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"62",2013,"Article  140",2,"II",6,3,0,0,3,0,1,0,0,0,0,2,1,0,0,NA,0,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"63",2013,"Article  141",0,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"64",2013,"Article  142",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",2013,"Article  142",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66",2013,"Article  143",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",2013,"Article  143",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"68",2013,"Article  143",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"69",2013,"Article  143",4,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",2013,"Article  143",5,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",2013,"Article  144",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72",2013,"Article  144",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",2013,"Article  144",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"74",2013,"Article  145",0,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"75",2013,"Article  146",1,"III",6,5,0,0,1,0,0,0,1,0,0,0,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"76",2013,"Article  146",2,"III",73,64,0,1,8,0,0,0,1,5,1,1,38,0,0,NA,0,NA,0,0,18,2,3,5,8,0,0,0,7,0,1,0,0,0,0,0
"77",2013,"Article  146",3,"III",3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"78",2013,"Article  147",1,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",2013,"Article  147",2,"III",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"80",2013,"Article  148",0,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",2013,"Article  149",1,"III",4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"82",2013,"Article  149",2,"III",37,36,0,0,1,0,0,0,0,0,1,0,20,0,0,NA,0,NA,0,0,11,1,2,1,4,3,0,0,3,0,0,0,0,0,2,0
"83",2013,"Article  149",3,"III",25,25,0,0,0,0,0,0,0,0,0,0,10,0,0,NA,0,NA,0,0,15,0,0,1,4,10,0,0,0,0,0,0,0,0,0,0
"84",2013,"Article  150",1,"III",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2013,"Article  150",2,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2013,"Article  150",3,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87",2013,"Article  150-1",1,"III",23,22,0,0,1,0,0,1,0,0,0,0,17,0,0,NA,0,NA,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"88",2013,"Article  150-1",2,"III",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"89",2013,"Article  150-1",3,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",2013,"Article  151",1,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91",2013,"Article  151",2,"III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",2013,"Article  152",1,"IV",103,85,0,2,16,0,2,0,1,2,0,11,37,1,0,NA,0,NA,0,0,45,1,0,23,20,1,0,0,2,0,0,0,0,0,0,0
"93",2013,"Article  152",2,"IV",48,47,0,1,0,0,0,0,0,0,0,0,4,0,0,NA,0,NA,0,0,43,0,0,3,7,33,0,0,0,0,0,0,0,0,0,0
"94",2013,"Article  152",3,"IV",98,86,4,4,4,0,0,0,0,0,2,2,9,0,0,NA,0,NA,0,0,77,0,3,5,9,57,3,0,0,0,0,0,0,0,0,0
"95",2013,"Article  152",4,"IV",25,23,0,1,1,0,0,0,0,0,1,0,0,0,0,NA,0,NA,0,1,22,0,0,0,1,6,15,0,0,0,0,0,0,0,0,0
"96",2013,"Article  153",1,"IV",30,24,0,2,4,0,0,2,1,0,0,1,12,0,0,NA,0,NA,0,0,12,1,4,2,4,1,0,0,0,0,0,0,0,0,0,0
"97",2013,"Article  153",2,"IV",58,55,0,1,2,0,0,0,0,0,1,1,9,0,0,NA,0,NA,0,0,43,0,0,3,22,17,1,0,2,0,1,0,0,0,0,0
"98",2013,"Article  153",3,"IV",47,42,0,3,2,0,0,0,0,0,1,0,4,0,0,NA,0,NA,1,0,38,0,1,0,6,16,15,0,0,0,0,0,0,0,0,0
"99",2013,"Article  154",1,"IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",2013,"Article  154",2,"IV",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",2013,"Article  155",1,"IV",31,31,0,0,0,0,0,0,0,0,0,0,18,0,0,NA,0,NA,0,0,8,1,1,2,4,0,0,0,4,0,0,0,0,1,0,0
"102",2013,"Article  155",2,"IV",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"103",2013,"Article  156",1,"IV",18,16,0,0,2,0,0,0,0,1,0,1,11,0,0,NA,0,NA,0,0,2,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0
"104",2013,"Article  156",2,"IV",65,63,1,0,1,0,0,0,0,0,0,0,23,0,0,NA,0,NA,1,0,35,0,2,2,18,13,0,0,5,0,0,0,0,0,0,0
"105",2013,"Article  157",1,"V",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",2013,"Article  157",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",2013,"Article  157",3,"V",3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",2013,"Article  157",4,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",2013,"Article  158",1,"V",2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",2013,"Article  158",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111",2013,"Article  158",3,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112",2013,"Article  158",4,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"113",2013,"Article  158",5,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",2013,"Article  158",6,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"115",2013,"Article  158",7,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"116",2013,"Article  158",8,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"117",2013,"Article  158",9,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118",2013,"Article  158",10,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119",2013,"Article  158",11,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120",2013,"Article  158",12,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",2013,"Article  158-1",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",2013,"Article  158-1",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123",2013,"Article  158-2",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",2013,"Article  158-2",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"125",2013,"Article  159",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",2013,"Article  159",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",2013,"Article  159-1",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"128",2013,"Article  159-1",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",2013,"Article  159-1",3,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130",2013,"Article  160",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"131",2013,"Article  160",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"132",2013,"Article  160",3,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133",2013,"Article  161",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"134",2013,"Article  161",2,"V",3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"135",2013,"Article  161",3,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136",2013,"Article  162",1,"V",221,158,0,0,63,5,18,0,1,0,2,31,55,0,0,NA,1,NA,5,0,4,1,1,1,1,0,0,0,30,0,1,1,0,2,65,0
"137",2013,"Article  162",2,"V",31,26,0,0,5,0,0,1,0,1,1,2,20,1,0,NA,0,NA,0,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0
"138",2013,"Article  163",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",2013,"Article  163",2,"V",2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"140",2013,"Article  164",1,"V",3632,2996,0,3,633,26,272,16,1,0,24,287,1040,0,1,NA,7,NA,0,0,29,11,13,2,3,0,0,0,198,0,0,31,0,1420,274,1
"141",2013,"Article  164",2,"V",555,548,0,0,7,0,3,0,0,0,4,0,93,0,2,NA,0,NA,0,0,15,1,5,7,2,0,0,0,185,0,0,11,0,231,11,0
"142",2013,"Article  165",1,"V",2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143",2013,"Article  165",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144",2013,"Article  166",0,"V",99,88,0,3,8,1,0,4,0,1,1,1,68,0,1,NA,0,NA,0,0,10,0,6,1,3,0,0,0,5,0,0,0,0,1,3,0
"145",2013,"Article  167",0,"V",5,2,0,0,3,0,0,1,0,1,0,1,1,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"146",2013,"Article  168",1,"V",3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"147",2013,"Article  168",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"148",2013,"Article  169",1,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"149",2013,"Article  169",2,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"150",2013,"Article  170",0,"V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
