"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPSDR","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","NODEC","TOCRT","CL3.1","CL10","STPTOT"
2017,"Article 356","XV",3142,51,0,1,0,0,38,0,0,0,7,2,0,0,4456,4452,3099,38,NA,NA,NA
2017,"Article 357","XV",1603,753,1,16,0,0,699,3,4,1,315,50,79,32,3462,3459,876,707,NA,NA,NA
2017,"Article 358","XV",15686,7060,18,284,0,39,6093,236,0,1,611,481,10,43,5437,5417,8995,6330,NA,NA,NA
2017,"Article 359","XV",87,40,0,0,0,1,34,0,0,0,4,1,0,0,11,11,52,34,NA,NA,NA
2017,"Article 360","XV",686,607,8,10,0,0,558,0,0,0,374,37,0,13,108,108,110,558,NA,NA,NA
2017,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 361","XVI",1795,610,1,18,0,54,445,0,0,0,93,35,0,8,549,549,1277,445,NA,NA,NA
2017,"Article 361-1","XVI",35,7,0,0,0,0,7,0,0,0,0,0,0,0,8,8,28,7,NA,NA,NA
2017,"Article 361-2","XVI",64,47,0,0,0,0,47,0,0,0,0,1,0,4,11,11,17,47,NA,NA,NA
2017,"Article 362","XVI",670,607,0,59,0,0,515,0,0,0,9,6,0,0,30,30,96,515,NA,NA,NA
2017,"Article 363","XVI",6,1,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,1,NA,NA,NA
2017,"Article 363-1","XVI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,NA,NA,NA
2017,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 364","XVII",3995,248,2,2,0,3,189,3,0,0,3,10,0,0,1664,1662,3794,192,NA,NA,NA
2017,"Article 364-1","XVII",323,55,0,1,0,0,34,0,0,0,1,2,0,0,100,100,288,34,NA,NA,NA
2017,"Article 365","XVII",2032,45,0,2,0,1,30,0,0,0,0,4,0,0,2098,2098,1999,30,NA,NA,NA
2017,"Article 365-2","XVII",234,20,0,1,0,0,15,0,0,0,1,0,0,0,75,75,218,15,NA,NA,NA
2017,"Article 366","XVII",6592,3790,5,141,0,15,3177,96,1,0,167,90,0,0,1585,1581,3153,3274,NA,NA,NA
2017,"Article 366-1","XVII",1134,211,0,0,0,0,160,28,0,0,1,0,0,0,828,828,946,188,NA,NA,NA
2017,"Article 367","XVII",1774,227,2,1,0,0,206,5,0,0,3,1,1,0,1104,1104,1560,211,NA,NA,NA
2017,"Article 368","XVII",2086,680,7,3,0,7,481,0,0,0,7,49,2,0,878,878,1588,481,NA,NA,NA
2017,"Article 368-2","XVII",104,2,0,1,0,0,0,0,0,0,0,0,0,0,51,51,103,0,NA,NA,NA
2017,"Article 368-3","XVII",60,32,0,0,0,0,26,0,0,0,5,1,0,0,22,22,34,26,NA,NA,NA
2017,"Article 368-4","XVII",55,36,0,1,0,0,25,3,0,0,12,11,0,0,7,7,26,28,NA,NA,NA
2017,"Article 369","XVII",556,299,2,5,0,1,235,9,0,0,28,15,11,0,312,312,304,244,NA,NA,NA
2017,"Article 369-2","XVII",249,203,1,1,0,0,162,8,0,0,3,11,0,0,50,50,77,170,NA,NA,NA
2017,"Article 369-3","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 370","XVII",39,1,0,0,0,0,0,0,0,0,0,0,0,0,29,29,39,0,NA,NA,NA
2017,"Others","XVII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,NA,NA,NA
2017,"Article 371","XVIII",120,7,0,0,0,0,3,0,0,0,0,0,0,0,78,78,117,3,NA,NA,NA
2017,"Article 372","XVIII",91,2,0,0,0,0,1,0,0,0,0,0,0,0,65,65,90,1,NA,NA,NA
2017,"Article 373","XVIII",31,0,0,1,0,0,0,0,0,0,0,0,0,0,29,29,30,0,NA,NA,NA
2017,"Article 374","XVIII",84,0,0,0,0,0,0,0,0,0,0,0,0,0,73,73,84,0,NA,NA,NA
2017,"Article 375","XVIII",285,12,0,0,0,0,3,0,0,0,0,0,0,0,232,232,282,3,NA,NA,NA
2017,"Article 376","XVIII",107,4,0,0,0,0,4,0,0,0,1,1,0,0,45,45,103,4,NA,NA,NA
2017,"Article 376-1","XVIII",60,1,0,0,0,0,0,0,0,0,0,0,0,0,23,23,60,0,NA,NA,NA
2017,"Article 377","XVIII",33,6,0,1,0,0,4,0,0,0,2,0,2,0,9,9,28,4,NA,NA,NA
2017,"Article 378","XVIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA
2017,"Article 379","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 380","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA,NA,NA
2017,"Article 381","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
2017,"Article 382","XVIII",3283,38,0,1,0,1,27,3,0,0,4,1,1,0,3196,3196,3251,30,NA,NA,NA
2017,"Article 383","XVIII",538,158,0,2,0,0,136,3,10,0,17,2,13,1,370,370,387,149,NA,NA,NA
2017,"Article 384","XVIII",724,141,0,1,0,1,132,2,0,0,15,3,4,2,330,330,588,134,NA,NA,NA
2017,"Article 385","XVIII",25,3,0,0,0,0,3,0,0,0,0,0,0,0,25,25,22,3,NA,NA,NA
2017,"Article 386","XVIII",59,9,0,1,0,0,5,0,0,0,0,1,1,0,48,48,53,5,NA,NA,NA
2017,"Article 387","XVIII",49,2,0,0,0,1,2,0,0,0,0,0,0,0,33,33,46,2,NA,NA,NA
2017,"Article 388","XVIII",666,42,0,1,0,0,34,3,0,0,2,17,0,0,327,327,628,37,NA,NA,NA
2017,"Article 389","XVIII",1153,764,0,7,0,0,741,2,2,0,657,0,4,6,743,743,401,745,NA,NA,NA
2017,"Article 389-1","XVIII",25,12,0,0,0,0,12,0,0,0,7,0,0,0,23,23,13,12,NA,NA,NA
2017,"Article 390","XVIII",80,65,0,2,0,0,59,0,0,0,54,1,1,0,10,10,19,59,NA,NA,NA
2017,"Article 391","XVIII",100,71,0,0,0,0,67,0,0,0,62,0,0,0,11,11,33,67,NA,NA,NA
2017,"Article 392","XVIII",7,4,0,0,0,0,4,0,0,0,2,0,0,0,1,1,3,4,NA,NA,NA
2017,"Article 393","XVIII",45,33,0,4,0,0,28,0,0,0,24,0,0,0,11,11,13,28,NA,NA,NA
2017,"Article 394","XVIII",11,7,0,1,0,0,0,0,6,0,1,1,0,0,4,4,4,6,NA,NA,NA
2017,"Article 395","XVIII",612,496,0,12,0,0,476,0,2,0,420,0,3,0,372,372,122,478,NA,NA,NA
2017,"Article 396","XVIII",235,66,0,1,0,0,56,0,1,0,10,5,9,2,86,86,177,57,NA,NA,NA
2017,"Article 397","XVIII",113,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,113,0,NA,NA,NA
2017,"Article 398","XVIII",44,4,0,0,0,0,3,0,0,0,1,0,0,0,30,30,41,3,NA,NA,NA
2017,"Article 399","XVIII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,NA,NA,NA
2017,"Article 400","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,NA,NA,NA
2017,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 402","XIX",50,40,0,2,0,0,35,0,0,0,0,1,2,0,8,8,13,35,NA,NA,NA
2017,"Article 403","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
2017,"Article 404","XIX",2,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,NA,NA,NA
2017,"Article 405","XIX",29,16,0,0,0,0,16,0,0,0,2,1,5,0,8,8,13,16,NA,NA,NA
2017,"Article 406","XIX",59,32,0,2,0,0,29,0,0,0,1,1,5,0,18,18,28,29,NA,NA,NA
2017,"Article 407","XIX",3204,2424,2,228,0,0,2173,4,0,0,45,0,3,0,178,173,792,2177,NA,NA,NA
2017,"Article 408","XIX",451,292,1,102,0,0,185,0,0,0,8,2,1,0,19,17,161,185,NA,NA,NA
2017,"Article 409","XIX",17,8,0,0,0,0,7,0,0,0,0,0,0,0,8,8,10,7,NA,NA,NA
2017,"Article 410","XIX",248,45,0,3,0,0,38,0,0,0,1,2,2,0,82,82,207,38,NA,NA,NA
2017,"Article 411","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA
2017,"Article 412","XIX",9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,NA,NA,NA
2017,"Article 413","XIX",74,42,0,0,0,0,39,1,0,0,0,0,3,0,12,12,34,40,NA,NA,NA
2017,"Article 414","XIX",65,26,0,0,0,0,23,1,0,0,0,0,1,0,41,41,41,24,NA,NA,NA
2017,"Article 415","XIX",51,9,0,0,0,0,9,0,0,0,0,0,0,0,15,15,42,9,NA,NA,NA
2017,"Article 416","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,NA,NA
2017,"Article 417","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 418","XIX",7,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,4,NA,NA,NA
2017,"Article 419","XIX",18,1,0,0,0,0,1,0,0,0,0,0,0,0,7,7,17,1,NA,NA,NA
2017,"Article 420","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
2017,"Article 421","XIX",5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA
2017,"Article 422","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,NA,NA,NA
2017,"Article 425","XIX",179,22,0,0,0,0,20,0,0,0,0,0,1,0,51,51,159,20,NA,NA,NA
2017,"Article 426","XIX",18,4,0,0,0,0,2,0,0,0,0,0,0,0,8,8,16,2,NA,NA,NA
2017,"Article 426-1","XIX",81,11,0,0,0,0,11,0,0,0,0,1,1,0,39,39,70,11,NA,NA,NA
2017,"Article 427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 429","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 433","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Others","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
2017,"Article 436","XX",1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,NA,NA,NA
2017,"Article 436-1","XX",26,5,0,0,0,0,3,0,0,1,0,0,0,1,33,33,22,4,NA,NA,NA
2017,"Article 437","XX",21,17,0,6,0,0,10,0,0,0,1,5,0,0,1,0,4,10,NA,NA,NA
2017,"Article 438","XX",14,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,10,0,NA,NA,NA
2017,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 441","XX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,NA,NA,NA
2017,"Article 442","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
2017,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2017,"Article 447","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA
2017,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
