"Year","Article","Chapter","ACC","SUSP","STPTOT","STPIL","STPLOC","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3.1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","CL10","NODEC","STPSDR"
2023,"Article  309","XIII",20155,16016,27,0,22,1,15610,15476,39,80,15,0,2739,33,53,70,22146,22118,0,4490,NA
2023,"Article  310","XIII",1024,938,2,0,2,0,895,863,23,9,0,0,143,10,1,0,945,944,0,126,NA
2023,"Article  311","XIII",343,281,7,0,5,0,239,238,0,1,0,0,50,92,0,0,61,60,0,96,NA
2023,"Article  312","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  313","XIII",107,91,3,0,3,0,65,65,0,0,0,0,14,12,0,0,14,13,0,38,NA
2023,"Article  314","XIII",6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,NA
2023,"Article  315","XIII",15,14,3,0,3,0,7,7,0,0,0,0,0,0,0,0,7,7,0,5,NA
2023,"Article  316","XIII",3,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,3,3,0,1,NA
2023,"Article  317","XIII",461,431,5,0,5,0,359,355,0,4,0,0,71,25,1,2,146,143,0,94,NA
2023,"Article  318","XIII",255,254,0,0,0,0,206,206,0,0,0,0,39,0,0,0,0,0,0,49,NA
2023,"Article  319","XIII",398,376,0,0,0,0,375,375,0,0,0,0,10,2,0,0,9,9,0,23,NA
2023,"Article  320","XIII",67,40,0,0,0,0,34,32,2,0,0,0,0,3,0,0,31,31,0,33,NA
2023,"Article  321","XIII",399,372,22,0,22,0,324,324,0,0,0,0,126,29,0,0,29,29,0,53,NA
2023,"Article  321-1","XIII",26,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,2,0,24,NA
2023,"Article  321-2","XIII",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
2023,"Article  322","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  323","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  324","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  325","XIII",24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,24,NA
2023,"Article  326","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  328","XIV",16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,16,NA
2023,"Article  329","XIV",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2023,"Article  330","XIV",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  332","XIV",2301,1547,29,0,26,2,1135,1135,0,0,0,0,39,553,0,3,238,238,0,1137,NA
2023,"Article  332-1","XIV",10,7,0,0,0,0,7,7,0,0,0,0,2,1,0,0,0,0,0,3,NA
2023,"Article 32-2","XIV",16,9,1,0,1,0,7,7,0,0,0,0,0,0,0,0,1,1,0,8,NA
2023,"Article  333","XIV",56,15,1,0,1,0,13,13,0,0,0,0,0,0,0,0,1,1,0,42,NA
2023,"Article  334","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  335*","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA
2023,"Article  336","XIV",3784,1940,20,0,19,0,1768,1767,1,0,0,0,99,1,0,0,2962,2961,1,1995,NA
2023,"Article  336-1","XIV",7,3,2,0,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,4,NA
2023,"Article  337*","XIV",82,53,1,0,1,0,51,51,0,0,0,0,4,0,0,0,179,179,0,30,NA
2023,"Others","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  338","XV",10,3,0,0,0,0,2,2,0,0,0,0,0,0,1,0,5,5,0,8,NA
2023,"Article  339*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  340","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  341","XV",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,44,NA
2023,"Article  342","XV",170,110,1,0,0,0,96,92,0,4,0,0,10,7,27,0,70,70,0,73,NA
2023,"Article  343*","XV",22,6,0,0,0,0,6,6,0,0,0,0,0,3,1,0,11,11,0,16,NA
2023,"Article  344","XV",6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,5,0,5,NA
2023,"Article  345","XV",547,454,6,0,3,0,389,369,0,20,0,0,51,8,160,2,81,81,0,152,NA
2023,"Article  345-1","XV",14,4,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,8,0,11,NA
2023,"Article  346","XV",15,3,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,1,0,12,NA
2023,"Article  347","XV",9,6,0,0,0,0,4,4,0,0,0,0,2,0,2,0,4,4,0,5,NA
2023,"Article  347-1","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  348","XV",27,15,0,0,0,0,13,8,0,5,0,0,4,0,4,0,5,4,0,13,NA
2023,"Article  348-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  349","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  350","XV",21,10,0,0,0,0,9,9,0,0,0,0,0,0,1,0,18,18,0,12,NA
2023,"Article  351*","XV",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,0,26,NA
2023,"Article  351-1*","XV",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,33,NA
2023,"Article  351-2*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  352","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  353","XV",71,49,4,0,4,0,31,30,0,1,0,0,18,5,0,1,14,14,0,36,NA
2023,"Article  354","XV",54,51,0,0,0,0,49,49,0,0,0,0,0,4,0,0,7,7,0,5,NA
2023,"Article  355","XV",147,14,0,0,0,0,14,14,0,0,0,0,2,5,0,0,249,249,0,133,NA
2023,"Article  356*","XV",1300,47,2,0,1,0,43,43,0,0,0,0,4,0,1,0,1874,1874,0,1255,NA
2023,"Article  357","XV",2474,2171,21,0,19,0,2021,1996,4,18,3,3,734,42,70,33,719,716,0,426,NA
2023,"Article  358","XV",20140,13892,216,2,203,7,13083,13061,17,3,2,58,789,1296,34,12,5254,5248,1,6777,NA
2023,"Article  359","XV",61,10,1,0,1,0,9,9,0,0,0,0,0,1,0,0,12,12,0,51,NA
2023,"Article  360","XV",502,449,0,0,0,0,434,408,0,26,0,0,296,52,0,7,335,334,0,67,NA
2023,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 361","XVI",2273,1710,55,0,37,1,1511,1511,0,0,0,0,219,289,4,7,274,274,0,707,NA
2023,"Article 361-1","XVI",35,12,0,0,0,0,8,8,0,0,0,0,0,2,0,0,11,11,0,27,NA
2023,"Article  361-2","XVI",165,122,2,0,2,0,110,110,0,0,0,0,0,3,0,1,15,15,0,53,NA
2023,"Article  362","XVI",1355,1033,46,0,14,0,824,824,0,0,0,0,11,167,0,0,92,83,0,476,NA
2023,"Article  363","XVI",11,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,10,NA
2023,"Article  363-1","XVI",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,1,NA
2023,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  364","XVII",2983,699,0,0,0,0,634,634,0,0,0,0,4,471,0,0,563,562,0,2348,NA
2023,"Article  364-1","XVII",130,46,1,0,0,1,43,43,0,0,0,0,0,3,0,0,39,39,0,86,NA
2023,"Article  364-2","XVII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  365","XVII",1256,85,1,0,1,0,75,75,0,0,0,1,0,7,1,0,505,505,0,1179,NA
2023,"Article  365-2","XVII",227,61,3,0,3,0,28,28,0,0,0,0,5,2,0,0,53,52,0,195,NA
2023,"Article  365-3","XVII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2023,"Article  366","XVII",4335,2431,138,0,128,3,1861,1858,3,0,0,0,45,261,0,0,660,656,1,2332,NA
2023,"Article  366-2","XVII",39,8,1,0,1,0,5,3,2,0,0,0,0,0,0,0,14,14,0,33,NA
2023,"Article  366-3","XVII",31,21,0,0,0,0,20,20,0,0,0,0,1,0,0,0,11,11,0,11,NA
2023,"Article  367","XVII",1786,314,5,0,5,0,240,238,2,0,0,0,9,1,0,0,509,508,0,1540,NA
2023,"Article  368","XVII",1403,422,4,1,0,3,237,237,0,0,0,0,2,53,0,0,513,513,0,1162,NA
2023,"Article  368-3","XVII",38,20,1,0,0,1,16,16,0,0,0,0,0,2,0,0,7,7,0,21,NA
2023,"Article  368-4","XVII",10,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,8,NA
2023,"Article  368-5","XVII",77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,77,NA
2023,"Article  369","XVII",2041,1659,5,0,3,0,1422,1416,5,1,0,0,105,7,353,0,1182,1182,0,614,NA
2023,"Article  369-2","XVII",411,273,8,0,0,7,177,177,0,0,0,0,7,24,0,0,70,70,0,226,NA
2023,"Article  369-3","XVII",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2023,"Article  370","XVII",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,42,NA
2023,"Others","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  371","XVIII",64,3,0,0,0,0,2,2,0,0,0,0,0,1,0,0,35,35,0,62,NA
2023,"Article  372","XVIII",66,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,33,33,0,65,NA
2023,"Article  373","XVIII",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,19,NA
2023,"Article  374","XVIII",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,34,NA
2023,"Article  375","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,NA
2023,"Article  376","XVIII",102,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,102,NA
2023,"Article  376-1","XVIII",65,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,138,0,65,NA
2023,"Article  377","XVIII",13,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,12,NA
2023,"Article  378","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  379","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  380","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  382","XVIII",2065,415,8,0,8,0,321,321,0,0,0,0,52,0,34,0,1458,1452,0,1730,NA
2023,"Article  383","XVIII",290,50,2,0,2,0,41,40,0,1,0,0,4,0,2,0,220,220,0,247,NA
2023,"Article  384","XVIII",439,58,1,0,1,0,51,51,0,0,0,0,11,0,2,1,249,249,0,387,NA
2023,"Article  385","XVIII",26,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,13,13,0,19,NA
2023,"Article  386*","XVIII",34,3,0,0,0,0,2,2,0,0,0,0,1,0,0,0,19,19,0,32,NA
2023,"Article  387*","XVIII",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,21,NA
2023,"Article  388","XVIII",177,11,1,0,1,0,6,6,0,0,0,0,0,0,0,0,57,57,0,170,NA
2023,"Article  389*","XVIII",777,609,0,0,0,0,603,603,0,0,0,0,524,0,1,1,486,485,0,173,NA
2023,"Article  389-1*","XVIII",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,0,1,NA
2023,"Article  389-2","XVIII",32,25,0,0,0,0,22,22,0,0,0,0,5,0,0,0,11,11,0,10,NA
2023,"Article  390","XVIII",13,11,0,0,0,0,10,10,0,0,0,0,10,0,1,0,4,4,0,3,NA
2023,"Article  390-1*","XVIII",393,357,6,0,6,0,347,342,4,1,0,0,104,0,39,0,143,143,0,40,NA
2023,"Article  391","XVIII",86,78,0,0,0,0,75,75,0,0,0,0,74,0,0,0,10,10,0,11,NA
2023,"Article  392","XVIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  393","XVIII",17,13,1,0,1,0,9,9,0,0,0,0,8,0,0,0,1,1,0,7,NA
2023,"Article  394","XVIII",10,7,0,0,0,0,3,1,0,2,0,0,2,0,0,0,1,1,0,7,NA
2023,"Article  395*","XVIII",352,330,1,0,1,0,324,324,0,0,0,0,258,0,0,0,141,140,0,26,NA
2023,"Article  396","XVIII",86,31,0,0,0,0,28,28,0,0,0,0,7,3,7,1,32,32,0,58,NA
2023,"Article  397*","XVIII",77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,56,0,77,NA
2023,"Article  398","XVIII",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,20,NA
2023,"Article  399","XVIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  400","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  400-1","XVIII",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,21,NA
2023,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  402","XIX",1678,489,5,0,5,0,420,420,0,0,0,0,7,0,0,0,154,154,0,1253,NA
2023,"Article  403","XIX",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,32,NA
2023,"Article  404","XIX",15,6,0,0,0,0,5,5,0,0,0,0,1,0,2,0,2,2,0,10,NA
2023,"Article  405","XIX",177,41,1,0,1,0,35,35,0,0,0,0,2,1,9,0,11,11,0,141,NA
2023,"Article  406","XIX",137,16,0,0,0,0,16,16,0,0,0,0,0,0,5,0,16,16,0,121,NA
2023,"Article  407","XIX",16515,2239,266,1,265,0,1919,1919,0,0,0,0,87,2,2,0,1150,1143,0,14323,NA
2023,"Article  408","XIX",7771,171,37,0,37,0,116,116,0,0,0,0,9,1,0,0,116,112,0,7614,NA
2023,"Article  409","XIX",221,75,0,0,0,0,71,71,0,0,0,0,3,0,0,0,21,21,0,150,NA
2023,"Article  410","XIX",229,20,0,0,0,0,10,10,0,0,0,0,1,0,0,0,38,38,0,219,NA
2023,"Article  411","XIX",7,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,NA
2023,"Article  412","XIX",20,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,19,NA
2023,"Article  413","XIX",280,55,0,0,0,0,55,55,0,0,0,0,1,0,1,0,43,43,0,225,NA
2023,"Article  414","XIX",337,29,1,0,1,0,28,28,0,0,0,0,1,0,7,0,45,45,0,308,NA
2023,"Article  415","XIX",214,13,0,0,0,0,13,13,0,0,0,0,0,0,2,0,22,22,0,201,NA
2023,"Article  416","XIX",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA
2023,"Article  417","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  418","XIX",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  419","XIX",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,15,NA
2023,"Article  420","XIX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2023,"Article  421","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  422","XIX",24,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,22,NA
2023,"Article  425","XIX",377,12,0,0,0,0,8,8,0,0,0,0,0,0,0,0,78,78,0,369,NA
2023,"Article  426","XIX",41,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,10,10,0,39,NA
2023,"Article  426-1","XIX",487,28,0,0,0,0,13,13,0,0,0,0,1,1,1,0,91,91,0,474,NA
2023,"Article  427","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  429","XIX",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,17,NA
2023,"Article  430","XIX",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA
2023,"Article  431","XIX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,NA
2023,"Article  432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  433","XIX",8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,NA
2023,"Article  434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  435-1","XIX",35,3,0,0,0,0,3,3,0,0,0,0,0,0,1,0,6,6,0,32,NA
2023,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  436","XX",31,19,2,0,2,0,19,19,0,0,0,0,3,0,0,0,0,0,0,10,NA
2023,"Article  436-1","XX",367,248,4,0,4,0,242,240,0,1,1,0,16,1,0,1,56,56,0,121,NA
2023,"Article  436-2","XX",1282,734,43,0,43,0,662,653,0,8,1,0,17,5,3,1,65,64,0,576,NA
2023,"Article  437","XX",25,7,3,0,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,21,NA
2023,"Article  438","XX",60944,88,38,0,38,0,37,37,0,0,0,0,0,21,0,0,5,5,0,60869,NA
2023,"Article  439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  441","XX",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,NA
2023,"Article  442","XX",7,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,4,4,0,5,NA
2023,"Article  443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 445*","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  447","XX",4,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
