"Year","Article","Chapter","ACC","SUSP","STPTOT","STPIL","STPLOC","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3.1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","CL10","NODEC","STPSDR"
2023,"Article  150","III",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  150-1","III",3,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,2,2,0,1,NA
2023,"Article  151","III",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,16,NA
2023,"Article  151-2","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Others","III",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  152","IV",450,415,11,0,11,0,346,338,1,3,4,0,95,14,66,21,116,112,0,89,NA
2023,"Article  153","IV",119,94,0,0,0,0,75,74,0,0,1,0,14,5,7,2,26,26,0,44,NA
2023,"Article  154","IV",3,2,0,0,0,0,3,2,0,0,1,0,1,0,0,1,9,9,0,0,NA
2023,"Article  155","IV",102,74,1,0,1,0,64,64,0,0,0,0,17,0,5,0,34,34,0,37,NA
2023,"Article  156","IV",260,215,23,0,21,0,169,169,0,0,0,0,33,0,15,1,93,92,0,67,NA
2023,"Article  156-1","IV",13,10,0,0,0,0,7,7,0,0,0,0,1,0,0,0,8,8,0,6,NA
2023,"Others","IV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 157","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,NA
2023,"Article 158","V",2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 158-1","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 158-2","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  158-3","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  159","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 159-1","V",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2023,"Article 160","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  161","V",150,67,4,0,4,0,60,59,0,1,0,0,2,0,0,0,57,57,0,86,NA
2023,"Article  162","V",1818,999,5,0,5,0,960,937,1,18,4,0,273,31,150,21,1233,1233,0,853,NA
2023,"Article  163","V",18,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,25,25,0,17,NA
2023,"Article  164*","V",1591,1108,0,0,0,0,1104,1104,0,0,0,0,108,4,0,0,1683,1682,0,486,NA
2023,"Article  165*","V",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  166","V",73,8,1,0,1,0,7,7,0,0,0,0,0,0,1,0,106,106,0,65,NA
2023,"Article  167","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  168","V",3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  169","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,NA
2023,"Article  170","V",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,18,NA
2023,"Article  171*","V",24,6,1,0,1,0,4,4,0,0,0,0,0,0,0,0,29,29,0,19,NA
2023,"Article  172","V",117,14,0,0,0,0,13,13,0,0,0,0,1,1,0,0,80,80,0,104,NA
2023,"Article  173*","V",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,NA
2023,"Article  174*","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  175","V",138,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,190,190,0,131,NA
2023,"Article  176","V",33,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,13,13,0,26,NA
2023,"Article  177","V",9,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,8,NA
2023,"Article  178","V",3,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  179","V",3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,5,0,2,NA
2023,"Article  180","V",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,5,NA
2023,"Article  181","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  182","V",458,179,0,0,0,0,167,167,0,0,0,0,28,2,0,0,347,347,0,291,NA
2023,"Article  183","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  184*","V",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,2,NA
2023,"Others","V",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  185","VI",82123,48921,473,0,392,0,44924,44083,0,780,61,0,18632,1454,934,1086,30155,29965,1,36536,NA
2023,"Article  186","VI",1732,1686,18,0,18,0,1515,1454,1,58,2,0,780,111,129,84,232,228,0,195,NA
2023,"Article  187","VI",386,368,3,0,3,0,286,273,0,12,1,0,134,68,46,22,18,17,0,96,NA
2023,"Article  188-1","VI",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,38,0,44,NA
2023,"Article  189","VI",499,308,16,0,16,0,215,215,0,0,0,0,52,45,0,3,194,194,0,268,NA
2023,"Article  190","VI",82609,18635,1164,0,1127,2,14838,14756,41,30,11,2,4492,1647,48,309,23728,23717,0,66594,NA
2023,"Article  191","VI",9222,4171,397,0,358,0,2849,2847,1,1,0,0,135,208,0,0,696,694,0,5974,NA
2023,"Article  192*","VI",53,2,1,0,0,0,1,1,0,0,0,0,1,0,0,0,60,60,0,51,NA
2023,"Article  193*","VI",26,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,18,18,0,22,NA
2023,"Article  194","VI",762,224,11,0,11,0,162,148,0,11,3,0,34,18,19,9,1212,1209,0,586,NA
2023,"Article  194-1","VI",41,11,0,0,0,0,11,11,0,0,0,0,0,10,0,0,64,64,0,30,NA
2023,"Article  195*","VI",19,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,21,21,0,13,NA
2023,"Article  196","VI",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,NA
2023,"Article  197","VI",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,NA
2023,"Article  197-1","VI",1247,250,0,0,0,0,223,223,0,0,0,0,17,2,0,0,490,490,0,1024,NA
2023,"Article 198","VI",129,38,1,0,1,0,36,36,0,0,0,0,9,1,0,0,75,75,0,92,NA
2023,"Others","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 199","VII",328,67,0,0,0,0,28,22,0,6,0,0,5,8,0,0,34,34,0,300,NA
2023,"Article  200","VII",468,434,61,0,29,0,297,297,0,0,0,0,18,11,0,0,9,9,0,110,NA
2023,"Article  201","VII",100,34,1,0,1,0,30,30,0,0,0,0,0,1,0,0,10,10,0,69,NA
2023,"Article  201-1","VII",25,9,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,19,NA
2023,"Article  201-2","VII",189,36,3,0,1,2,25,25,0,0,0,0,0,13,0,0,60,60,0,161,NA
2023,"Article  203-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article 203-2","VII",164,25,1,0,0,1,17,17,0,0,0,0,2,14,0,0,83,83,0,146,NA
2023,"Article  204","VII",999,352,4,0,3,0,241,240,0,1,0,0,8,73,0,0,105,105,0,754,NA
2023,"Article  205-1","VII",245,69,7,0,1,6,55,40,14,1,0,0,1,6,0,0,8,8,0,183,NA
2023,"Article  206","VII",62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,0,62,NA
2023,"Article  206-2","VII",56,14,2,0,1,1,6,6,0,0,0,0,0,6,0,0,7,7,0,48,NA
2023,"Article  209","VII",969,520,16,0,12,4,413,413,0,0,0,0,60,83,0,0,43,42,0,539,NA
2023,"Article  209-1","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  210","VII",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,12,NA
2023,"Article  211","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  212","VII",914,50,3,0,3,0,35,10,25,0,0,0,1,3,0,0,56,55,1,875,NA
2023,"Article  212-1","VII",34,16,0,0,0,0,15,2,13,0,0,0,0,0,0,0,3,3,0,19,NA
2023,"Article 213","VII",32,9,0,0,0,0,9,9,0,0,0,0,2,0,0,0,61,61,0,23,NA
2023,"Article  216","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  218-1","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  219","VII",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,50,NA
2023,"Article  220-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  220-2","VII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  222","VII",31,5,0,0,0,0,5,5,0,0,0,0,0,1,0,0,4,4,0,26,NA
2023,"Article  222-1","VII",3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  222-2","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  223-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  224","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  227","VII",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,13,NA
2023,"Article  229","VII",119,27,0,0,0,0,26,26,0,0,0,0,0,17,0,0,11,11,0,93,NA
2023,"Article  231","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,NA
2023,"Article  232*","VII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,NA
2023,"Article  232-1","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  232-2","VII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  233","VII",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,NA
2023,"Others","VII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  236","VIII",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,30,NA
2023,"Article  237","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  238","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  239","VIII",288,23,0,0,0,0,15,15,0,0,0,0,1,1,0,0,90,90,0,273,NA
2023,"Article  239-1","VIII",41,4,0,0,0,0,4,4,0,0,0,0,0,1,0,0,26,26,0,37,NA
2023,"Article  239-2","VIII",14,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,5,5,0,12,NA
2023,"Article 240","VIII",380,77,1,0,1,0,60,60,0,0,0,0,2,6,0,0,163,163,0,319,NA
2023,"Article  240-1","VIII",184,104,0,0,0,0,63,63,0,0,0,0,8,12,0,0,54,54,0,121,NA
2023,"Article  241","VIII",83,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,23,23,0,81,NA
2023,"Article  242","VIII",103,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45,45,0,102,NA
2023,"Article  243","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,NA
2023,"Article  244","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  245","VIII",16,4,0,0,0,0,3,3,0,0,0,0,1,0,0,0,8,8,0,13,NA
2023,"Article  246","VIII",2687,755,1,0,1,0,590,588,0,1,1,0,67,55,2,13,1157,1155,0,2094,NA
2023,"Article  247*","VIII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,3,NA
2023,"Article  248","VIII",29,3,0,0,0,0,3,3,0,0,0,0,0,2,0,0,35,35,0,26,NA
2023,"Article  249","VIII",615,340,0,0,0,0,335,333,0,1,1,0,48,24,1,3,259,259,0,280,NA
2023,"Article  250","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  251","VIII",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,NA
2023,"Article  252","VIII",32,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,11,11,0,29,NA
2023,"Article  253","VIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  254*","VIII",228,108,0,0,0,0,102,98,4,0,0,0,2,0,0,0,121,121,0,126,NA
2023,"Others","VIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  255","IX",206,140,4,0,4,0,44,44,0,0,0,0,10,42,0,0,1,1,0,158,NA
2023,"Article  255-1","IX",65,45,4,0,4,0,28,28,0,0,0,0,16,3,0,0,1,1,0,33,NA
2023,"Article  255-2","IX",11,9,1,0,1,0,4,4,0,0,0,0,4,4,0,0,3,3,0,6,NA
2023,"Article  255-3","IX",5,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,1,1,0,2,NA
2023,"Article  256","IX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,NA
2023,"Article  257","IX",5,5,2,0,2,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,NA
2023,"Article  258","IX",14,6,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,11,NA
2023,"Article  258-1","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  258-2","IX",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  258-3","IX",148,92,5,0,4,1,81,78,3,0,0,0,2,0,0,0,2,2,0,62,NA
2023,"Article  258-4","IX",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  258-5","IX",22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,22,NA
2023,"Article 258-6","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  259","IX",1197,85,0,0,0,0,80,62,0,13,5,0,13,0,16,6,61,60,0,1116,NA
2023,"Article  260","IX",105,71,12,0,12,0,57,54,3,0,0,0,2,2,0,0,3,3,0,36,NA
2023,"Article  261","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  262","IX",58,21,2,0,2,0,17,17,0,0,0,0,7,2,3,0,33,33,0,39,NA
2023,"Article  263","IX",5582,4556,56,1,42,0,4001,3950,10,35,6,0,732,63,106,20,4831,4784,0,1478,NA
2023,"Article  263-1","IX",163,155,0,0,0,0,143,143,0,0,0,0,26,3,0,3,14,13,0,19,NA
2023,"Article  264","IX",12,6,0,0,0,0,5,5,0,0,0,0,1,0,1,0,6,5,0,6,NA
2023,"Article  265","IX",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,NA
2023,"Article  265-1","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2023,"Article  266","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  267","IX",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,NA
2023,"Article  267-1","IX",20,19,0,0,0,0,12,12,0,0,0,0,1,1,0,0,9,9,0,8,NA
2023,"Article  268","IX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,NA
2023,"Article  269","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article 270","IX",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003,1003,0,337,NA
2023,"Article  270-1","IX",5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,NA
2023,"Others","IX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  271","X",265,3,0,0,0,0,3,2,1,0,0,0,0,0,0,0,102,102,0,262,NA
2023,"Article  272","X",537,13,1,0,0,1,10,9,1,0,0,0,0,2,0,0,143,143,0,526,NA
2023,"Article  273","X",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,NA
2023,"Article  274","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  275","X",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,38,NA
2023,"Others","X",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  276","XI",108,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,167,0,108,NA
2023,"Article  276-1","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  277","XI",18,11,0,0,0,0,11,10,0,1,0,0,8,0,0,0,6,6,0,7,NA
2023,"Article  278","XI",42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,42,NA
2023,"Article  279","XI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,NA
2023,"Article  280","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  281","XI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,NA
2023,"Article  282","XI",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2023,"Article  283","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  284*","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  285*","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  286","XI",7017,3781,9,1,5,0,3356,3168,168,1,19,1,47,12,1,47,3829,3717,0,3539,NA
2023,"Article  286-1","XI",950,624,2,1,0,0,511,508,0,1,2,0,45,1,518,10,671,569,0,335,NA
2023,"Article  287","XI",36,12,0,0,0,0,10,10,0,0,0,0,0,0,2,0,12,12,0,26,NA
2023,"Article  288","XI",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,NA
2023,"Article  289","XI",1546,1040,26,0,21,1,921,876,3,32,10,0,310,114,122,91,534,532,0,597,NA
2023,"Article  290*","XI",1063,15,0,0,0,0,15,14,1,0,0,23,0,0,0,0,505,505,0,1025,NA
2023,"Article  291","XI",81,32,0,0,0,0,30,24,4,0,2,0,0,0,3,7,90,90,0,51,NA
2023,"Article  292","XI",45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,45,NA
2023,"Others","XI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  293*","XII",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2023,"Article  294","XII",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,5,NA
2023,"Article  295*","XII",3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,2,NA
2023,"Article  296","XII",1322,1107,16,0,12,0,997,932,6,55,4,0,127,84,257,39,912,912,0,309,NA
2023,"Article  297","XII",353,228,2,0,2,0,217,196,0,16,5,0,62,2,7,8,101,101,0,134,NA
2023,"Article  298","XII",63,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7,7,0,60,NA
2023,"Article  298-1","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2023,"Article  299","XII",175,55,0,0,0,0,53,47,0,4,2,0,4,3,5,3,218,218,0,122,NA
2023,"Article  300","XII",10,2,0,0,0,0,3,2,0,0,1,0,0,0,0,1,1,1,0,7,NA
2023,"Article  301","XII",903,803,2,0,1,0,757,755,0,2,0,0,116,62,3,15,60,60,0,144,NA
2023,"Article  301-1","XII",1621,1523,209,0,208,0,1296,1285,0,7,4,0,46,1,3,6,46,46,0,116,NA
2023,"Article  301-2","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  302","XII",129,110,1,0,1,0,85,85,0,0,0,0,3,36,0,0,12,10,0,41,NA
2023,"Article  303","XII",348,242,9,0,9,0,166,166,0,0,0,0,17,68,0,0,32,27,0,168,NA
2023,"Article 304","XII",73,69,0,0,0,0,61,61,0,0,0,0,22,1,3,1,11,11,0,12,NA
2023,"Others","XII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2023,"Article  305","XIII",145,74,5,0,5,0,44,44,0,0,0,0,2,4,0,0,7,7,0,96,NA
2023,"Article  306","XIII",56,50,0,0,0,0,43,43,0,0,0,0,13,19,0,0,2,2,0,13,NA
2023,"Article  307","XIII",14302,11611,125,1,104,0,9967,9909,0,48,10,0,2359,1508,5,206,1453,1446,0,4203,NA
2023,"Article  308","XIII",1333,1275,0,0,0,0,1187,1187,0,0,0,0,505,0,1,0,50,33,0,129,NA
