"Year","Article","Chapter","ACC","SUSP","STPIL","STPLOC","STPFOR","INDICM","REL","MED","EDU","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","NODEC","STPSDR","TOCRT","CL3.1","CL10","STPTOT"
2015,"Article 407","XIX",3927,3173,4,1586,1,1556,2,0,0,24,3,0,0,455,443,766,NA,1558,NA,NA,NA
2015,"Article 408","XIX",997,901,2,729,0,159,1,0,0,7,1,1,0,33,33,106,NA,160,NA,NA,NA
2015,"Article 409","XIX",57,40,0,9,0,24,0,0,0,0,0,0,0,27,27,24,NA,24,NA,NA,NA
2015,"Article 410","XIX",191,78,0,6,0,68,0,0,0,2,3,7,0,151,150,116,NA,68,NA,NA,NA
2015,"Article 411","XIX",3,2,0,0,0,2,0,0,0,0,0,0,0,2,2,1,NA,2,NA,NA,NA
2015,"Article 412","XIX",12,4,0,0,0,3,0,0,0,0,0,2,0,1,1,9,NA,3,NA,NA,NA
2015,"Article 413","XIX",145,82,0,1,0,79,0,0,0,0,0,8,0,27,27,65,NA,79,NA,NA,NA
2015,"Article 414","XIX",188,74,1,2,0,72,0,0,0,0,2,7,0,77,77,113,NA,72,NA,NA,NA
2015,"Article 415","XIX",63,20,0,1,0,17,0,0,0,0,2,5,0,43,42,44,NA,17,NA,NA,NA
2015,"Article 416","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,0,NA,NA,NA
2015,"Article 417","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 418","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,NA
2015,"Article 419","XIX",10,3,0,0,0,1,0,0,0,0,0,0,0,33,33,9,NA,1,NA,NA,NA
2015,"Article 420","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 421","XIX",6,5,0,0,0,5,0,0,0,0,0,0,0,2,2,1,NA,5,NA,NA,NA
2015,"Article 422","XIX",28,10,0,2,0,10,0,0,0,0,0,0,0,3,3,16,NA,10,NA,NA,NA
2015,"Article 425","XIX",91,6,0,0,0,5,0,0,0,0,0,1,0,69,69,86,NA,5,NA,NA,NA
2015,"Article 426","XIX",11,2,0,0,0,2,0,0,0,0,0,0,0,16,16,9,NA,2,NA,NA,NA
2015,"Article  426-1","XIX",42,9,0,0,0,8,0,0,0,0,1,1,0,27,27,34,NA,8,NA,NA,NA
2015,"Article 427","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 429","XIX",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,NA,NA,NA
2015,"Article 430","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 431","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 433","XIX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,0,NA,NA,NA
2015,"Article 434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 435","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 436","XX",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,NA
2015,"Article  436-1","XX",4,1,0,0,0,1,0,0,0,1,0,1,0,1,1,3,NA,1,NA,NA,NA
2015,"Article 437","XX",38,23,0,9,0,10,0,0,0,1,2,0,0,2,2,19,NA,10,NA,NA,NA
2015,"Article 438","XX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA,0,NA,NA,NA
2015,"Article 439","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 441","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,0,NA,NA,NA
2015,"Article 442","XX",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,NA,0,NA,NA,NA
2015,"Article 443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 445","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Article 447","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
2015,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA
