"Year","Article","Chapter","ACC","SUSP","STPTOT","STPIL","STPLOC","STPFOR","TOCRT","INDICM","REL","MED","EDU","CL3.1","RECID","GROUP","INTOX","JUVEN","CLOSE","CL1.2","CL10","NODEC","STPSDR"
2024,"Article  327","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Others","XIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  328","XIV",13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,12,NA
2024,"Article  329","XIV",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,NA
2024,"Article  330","XIV",2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  332","XIV",3106,2093,115,2,103,6,1338,1335,0,0,3,0,339,400,1,7,220,219,0,1652,NA
2024,"Article  332-1","XIV",6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
2024,"Article 32-2","XIV",26,13,5,0,5,0,7,7,0,0,0,0,0,0,0,0,1,1,0,14,NA
2024,"Article  333","XIV",54,25,0,0,0,0,22,22,0,0,0,0,0,1,0,0,2,2,0,32,NA
2024,"Article  334","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  335*","XIV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2024,"Article  336","XIV",4147,1860,40,0,40,0,1687,1684,3,0,0,0,167,8,0,0,2872,2870,0,2418,NA
2024,"Article  336-1","XIV",32,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,29,NA
2024,"Article  337*","XIV",476,415,0,0,0,0,412,412,0,0,0,0,70,0,0,0,222,222,0,64,NA
2024,"Others","XIV",1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,NA
2024,"Article  338","XV",13,10,2,0,2,0,8,5,0,3,0,0,0,0,0,0,3,3,0,3,NA
2024,"Article  339*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  340","XV",3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,NA
2024,"Article  341","XV",35,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,3,0,34,NA
2024,"Article  342","XV",167,109,4,0,4,0,99,97,1,1,0,0,11,4,27,0,55,55,0,64,NA
2024,"Article  343*","XV",32,7,0,0,0,0,6,6,0,0,0,0,0,0,1,1,12,12,0,26,NA
2024,"Article  344","XV",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2024,"Article  345","XV",612,542,19,0,17,0,444,426,0,17,1,0,65,7,154,4,88,86,0,147,NA
2024,"Article  345-1","XV",19,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,5,0,16,NA
2024,"Article  346","XV",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,8,NA
2024,"Article  347","XV",11,8,1,0,0,0,4,3,0,1,0,0,1,0,1,0,2,2,0,6,NA
2024,"Article  347-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,NA
2024,"Article  348","XV",28,24,0,0,0,0,15,15,0,0,0,0,5,1,3,0,4,2,0,11,NA
2024,"Article  348-1","XV",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  349","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  349-1","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  350","XV",51,24,3,0,3,0,17,17,0,0,0,0,1,0,0,0,14,14,0,31,NA
2024,"Article  351*","XV",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,0,21,NA
2024,"Article  351-1*","XV",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,0,14,NA
2024,"Article  351-2*","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  352","XV",3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,NA
2024,"Article  353","XV",50,34,0,0,0,0,34,34,0,0,0,0,7,0,0,0,11,11,0,16,NA
2024,"Article  354","XV",58,46,0,0,0,0,29,29,0,0,0,0,0,18,0,0,3,2,0,28,NA
2024,"Article  355","XV",157,20,2,0,1,0,15,15,0,0,0,0,2,4,1,2,118,118,0,140,NA
2024,"Article  356*","XV",1202,33,0,0,0,0,33,33,0,0,0,1,4,0,0,0,966,966,0,1168,NA
2024,"Article  357","XV",2792,2537,27,0,26,1,2416,2381,4,27,4,0,822,47,64,38,506,497,1,340,NA
2024,"Article  358","XV",17521,11301,589,0,585,0,10313,10221,86,6,0,73,462,781,29,12,3949,3944,0,6541,NA
2024,"Article  359","XV",70,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,17,17,0,66,NA
2024,"Article  360","XV",288,231,0,0,0,0,226,225,0,1,0,0,168,2,0,4,234,234,0,62,NA
2024,"Others","XV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article 361","XVI",1953,1466,34,0,34,0,1286,1281,0,3,2,0,361,179,7,17,418,391,0,606,NA
2024,"Article 361-1","XVI",37,19,0,0,0,0,18,18,0,0,0,0,0,0,0,2,4,4,0,19,NA
2024,"Article  361-2","XVI",177,110,0,0,0,0,104,104,0,0,0,0,0,42,0,2,10,10,0,73,NA
2024,"Article  362","XVI",1885,1585,135,1,134,0,1244,1244,0,0,0,0,20,439,0,0,68,67,0,505,NA
2024,"Article  363","XVI",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NA
2024,"Article  363-1","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Others","XVI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  364","XVII",2345,260,1,0,1,0,188,188,0,0,0,0,10,38,0,0,391,390,0,2155,NA
2024,"Article  364-1","XVII",106,28,1,0,1,0,25,25,0,0,0,0,1,0,0,0,25,25,0,80,NA
2024,"Article  364-2","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  365","XVII",1193,21,1,0,0,1,13,13,0,0,0,0,0,1,0,0,302,302,0,1179,NA
2024,"Article  365-2","XVII",179,47,4,1,3,0,37,37,0,0,0,0,6,2,0,0,30,30,0,138,NA
2024,"Article  365-3","XVII",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,NA
2024,"Article  366","XVII",5758,4078,58,0,52,4,3259,3223,36,0,0,0,113,950,0,0,507,506,0,2440,NA
2024,"Article  366-2","XVII",358,33,0,0,0,0,20,20,0,0,0,0,0,0,0,0,44,44,0,338,NA
2024,"Article  366-3","XVII",309,137,4,0,4,0,112,112,0,0,0,0,1,0,0,0,96,96,0,193,NA
2024,"Article  367","XVII",1894,315,1,0,1,0,247,247,0,0,0,0,3,3,0,0,364,364,0,1646,NA
2024,"Article  368","XVII",1640,590,3,0,2,0,365,365,0,0,0,0,1,62,0,0,397,395,0,1270,NA
2024,"Article  368-3","XVII",50,29,0,0,0,0,17,17,0,0,0,0,2,0,0,0,5,5,0,33,NA
2024,"Article  368-4","XVII",12,8,0,0,0,0,5,5,0,0,0,0,0,0,0,0,2,2,0,7,NA
2024,"Article  368-5","XVII",102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,102,NA
2024,"Article  369","XVII",2136,1725,5,0,4,0,1513,1512,1,0,0,0,79,9,347,1,963,959,0,614,NA
2024,"Article  369-2","XVII",707,403,1,0,1,0,293,293,0,0,0,0,7,41,0,0,106,105,0,412,NA
2024,"Article  369-3","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  370","XVII",23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,23,NA
2024,"Others","XVII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  371","XVIII",52,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,67,67,0,51,NA
2024,"Article  372","XVIII",72,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,72,NA
2024,"Article  373","XVIII",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,24,NA
2024,"Article  374","XVIII",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,25,NA
2024,"Article  375","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  376","XVIII",98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,98,NA
2024,"Article  376-1","XVIII",42,9,0,0,0,0,9,9,0,0,0,0,0,0,0,0,6,6,0,33,NA
2024,"Article  377","XVIII",11,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,6,0,10,NA
2024,"Article  378","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  379","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  380","XVIII",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  381","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  382","XVIII",3537,1800,84,0,84,0,1592,1590,1,1,0,0,249,1,97,0,1488,1488,0,1861,NA
2024,"Article  383","XVIII",236,43,1,0,1,0,39,39,0,0,0,0,4,1,3,0,151,151,0,196,NA
2024,"Article  384","XVIII",422,52,3,0,3,0,42,42,0,0,0,0,3,1,0,0,153,153,0,377,NA
2024,"Article  385","XVIII",16,3,0,0,0,0,3,3,0,0,0,0,1,0,0,0,7,7,0,13,NA
2024,"Article  386*","XVIII",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,26,NA
2024,"Article  387*","XVIII",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,40,NA
2024,"Article  388","XVIII",141,10,1,0,1,0,9,9,0,0,0,0,0,0,0,0,39,39,0,131,NA
2024,"Article  389*","XVIII",906,719,2,0,2,0,712,712,0,0,0,0,595,0,1,1,515,514,0,191,NA
2024,"Article  389-1*","XVIII",3,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,5,5,0,1,NA
2024,"Article  389-2","XVIII",25,21,0,0,0,0,19,19,0,0,0,0,4,0,0,0,23,23,0,6,NA
2024,"Article  390","XVIII",19,16,0,0,0,0,16,16,0,0,0,0,16,0,0,0,1,1,0,3,NA
2024,"Article  390-1*","XVIII",1037,981,3,0,3,0,968,965,0,3,0,0,266,1,59,0,179,179,0,66,NA
2024,"Article  391","XVIII",54,51,0,0,0,0,50,50,0,0,0,0,50,0,0,0,18,18,0,4,NA
2024,"Article  392","XVIII",1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,NA
2024,"Article  393","XVIII",14,11,0,0,0,0,11,11,0,0,0,0,7,0,1,0,3,3,0,3,NA
2024,"Article  394","XVIII",13,11,0,0,0,0,7,0,0,7,0,0,4,0,0,0,2,2,0,6,NA
2024,"Article  395*","XVIII",309,284,1,0,1,0,281,280,0,1,0,0,234,0,0,0,109,107,0,25,NA
2024,"Article  396","XVIII",112,34,0,0,0,0,20,20,0,0,0,0,3,0,4,0,13,13,0,92,NA
2024,"Article  397*","XVIII",87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,59,0,87,NA
2024,"Article  398","XVIII",23,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,6,6,0,21,NA
2024,"Article  399","XVIII",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,NA
2024,"Article  400","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,NA
2024,"Article  400-1","XVIII",21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,21,NA
2024,"Others","XVIII",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  402","XIX",1849,461,9,0,9,0,405,405,0,0,0,0,10,0,0,0,123,123,0,1435,NA
2024,"Article  403","XIX",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,NA
2024,"Article  404","XIX",6,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,NA
2024,"Article  405","XIX",81,16,1,0,1,0,13,13,0,0,0,0,0,0,2,0,1,1,0,67,NA
2024,"Article  406","XIX",57,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,2,0,53,NA
2024,"Article  407","XIX",66240,7398,1437,6,1380,0,5530,2147,3382,1,0,0,154,0,1,0,1624,1600,0,59249,NA
2024,"Article  408","XIX",23209,614,231,0,230,0,328,263,64,1,0,0,21,2,0,0,135,134,0,22649,NA
2024,"Article  409","XIX",256,68,2,0,2,0,53,53,0,0,0,0,2,0,0,1,15,15,0,201,NA
2024,"Article  410","XIX",243,45,2,0,2,0,32,32,0,0,0,0,3,8,1,0,18,18,0,209,NA
2024,"Article  411","XIX",5,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,NA
2024,"Article  412","XIX",15,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,14,NA
2024,"Article  413","XIX",243,45,0,0,0,0,43,43,0,0,0,0,0,1,0,0,12,12,0,200,NA
2024,"Article  414","XIX",255,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,13,13,0,250,NA
2024,"Article  415","XIX",238,8,0,0,0,0,7,7,0,0,0,0,0,0,0,0,25,25,0,231,NA
2024,"Article  416","XIX",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA
2024,"Article  417","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  418","XIX",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NA
2024,"Article  419","XIX",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2024,"Article  420","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  421","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  422","XIX",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,NA
2024,"Article  425","XIX",389,35,0,0,0,0,23,23,0,0,0,0,0,0,0,0,58,58,0,366,NA
2024,"Article  426","XIX",63,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,6,0,62,NA
2024,"Article  426-1","XIX",599,15,0,0,0,0,7,7,0,0,0,0,0,0,1,0,33,33,0,592,NA
2024,"Article  427","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  428","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  429","XIX",31,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,NA
2024,"Article  430","XIX",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,NA
2024,"Article  431","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  432","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  433","XIX",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA
2024,"Article  434","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  435","XIX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  435-1","XIX",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,33,NA
2024,"Others","XIX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  436","XX",18,14,5,0,5,0,10,10,0,0,0,0,1,0,0,0,0,0,0,3,NA
2024,"Article  436-1","XX",277,205,3,0,3,0,193,191,1,1,0,0,14,0,0,2,20,20,0,81,NA
2024,"Article  436-2","XX",1023,577,35,0,35,0,508,505,0,3,0,0,23,10,1,1,31,31,0,480,NA
2024,"Article  437","XX",29,5,3,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25,NA
2024,"Article  438","XX",28788,64,30,0,30,0,46,46,0,0,0,0,2,27,1,0,7,7,0,28712,NA
2024,"Article  439","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  440","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  441","XX",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  442","XX",3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
2024,"Article  443","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  444","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article 445*","XX",6,6,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,NA
2024,"Article  446","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
2024,"Article  447","XX",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
2024,"Others","XX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
