"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2018,"I",TRUE,"Злочини проти основ національної безпеки України (р. І КК України)",NA,145,31,0,NA,113,20,0,0,1,20,40,42,3,7,32,66,19,27,1,112,1,1,0,0,0
2018,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст.109","109",34,25,0,NA,29,0,0,0,1,1,15,10,2,0,8,25,1,2,1,29,0,0,0,0,0
2018,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст.110","110",76,27,0,NA,67,5,0,0,0,9,21,28,3,6,31,44,12,11,0,67,0,0,0,0,0
2018,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст.110-2","110-2",11,0,0,NA,10,5,0,0,0,2,7,1,0,0,0,5,2,3,0,10,0,0,0,0,0
2018,"I",FALSE,"Державна зрада, ст.111","111",36,1,0,NA,28,6,0,0,0,9,10,8,0,1,1,15,4,9,0,27,1,1,0,0,0
2018,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст.112","112",5,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Диверсія, ст.113","113",6,0,0,NA,5,5,0,0,0,1,1,3,0,0,0,2,0,3,0,5,0,0,0,0,0
2018,"I",FALSE,"Шпигунство, ст.114","114",2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст.114-1","114-1",2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"II",TRUE,"Злочини проти життя та здоров'я особи (р. ІІ КК України)",NA,19540,0,7,NA,18422,1596,14,89,352,4982,6341,4836,873,935,2052,1592,4703,11824,303,18224,177,136,21,5,0
2018,"II",FALSE,"Умисне вбивство, ст.115","115",1433,0,2,NA,1009,749,1,5,17,240,312,288,61,85,126,78,259,643,29,978,26,20,5,1,0
2018,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст.118","118",21,0,0,NA,20,4,0,0,0,3,4,6,1,6,10,3,3,13,1,18,2,2,0,0,0
2018,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст.121","121",2004,0,3,NA,1663,694,2,11,31,415,571,474,81,78,188,99,415,1108,41,1633,25,20,5,0,0
2018,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст.122","122",1779,0,0,NA,1718,39,4,20,56,626,553,344,56,59,63,162,427,1095,34,1712,5,3,1,1,0
2018,"III",TRUE,"Злочини проти волі, честі та гідності особи (р. IІІ КК України)",NA,531,0,3,NA,286,86,0,0,4,103,116,54,5,4,35,52,41,181,12,269,14,4,3,0,0
2018,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст.146","146",397,0,3,NA,233,70,0,0,4,81,97,44,3,4,12,42,32,151,8,227,5,2,1,0,0
2018,"III",FALSE,"Захоплення заручників, ст.147","147",11,0,0,NA,3,2,0,0,0,1,1,1,0,0,1,0,1,2,0,2,1,0,0,0,0
2018,"III",FALSE,"Торгівля людьми або інша незаконна угода щодо людини, ст.149","149",111,0,0,NA,38,14,0,0,0,18,13,5,2,0,15,9,6,21,2,29,8,2,1,0,0
2018,"IV",TRUE,"Злочини проти статевої свободи та статевої недоторканості особи  (р. IV КК України)",NA,326,0,1,NA,272,135,0,5,9,96,85,62,5,10,0,14,65,181,12,270,2,1,0,0,0
2018,"IV",FALSE,"Згвалтування, ст.152","152",172,0,1,NA,147,83,0,2,3,62,51,28,0,1,0,7,31,101,8,147,0,0,0,0,0
2018,"IV",FALSE,"Насильницьке задоволення статевої пристрасті неприродним способом, ст.153","153",101,0,0,NA,90,53,0,2,4,33,27,23,0,1,0,6,24,57,3,90,0,0,0,0,0
2018,"IV",FALSE,"Розбещення неповнолітніх, ст.156","156",80,0,0,NA,68,32,0,1,2,11,22,19,5,8,0,5,15,47,1,67,1,0,0,0,0
2018,"V",TRUE,"Злочини проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V КК України)",NA,2431,0,0,NA,2379,65,1,9,19,476,1087,668,84,35,162,154,650,1526,49,2356,19,6,4,2,0
2018,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної належності, релігійних переконань, інвалідності та за іншими ознаками, ст.161","161",7,0,0,NA,6,0,0,0,0,2,4,0,0,0,1,4,2,0,0,6,0,0,0,0,0
2018,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст.164","164",1143,0,0,NA,1136,1,0,0,0,149,649,325,11,2,43,66,389,667,14,1134,2,1,0,0,0
2018,"V",FALSE,"Перешкоджання законній професійній діяльності журналістів, ст.171","171",13,0,0,NA,11,0,0,0,0,4,5,2,0,0,1,4,1,6,0,11,0,0,0,0,0
2018,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених  законом виплат, ст.175","175",17,0,0,NA,17,0,0,0,0,0,0,7,7,3,3,15,1,1,0,17,0,0,0,0,0
2018,"V",FALSE,"Порушення авторського права і суміжних прав, ст.176","176",10,0,0,NA,9,0,0,0,0,4,2,3,0,0,0,9,0,0,0,9,0,0,0,0,0
2018,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст.177","177",3,0,0,NA,3,0,0,0,0,1,2,0,0,0,0,0,0,3,0,3,0,0,0,0,0
2018,"VI",TRUE,"Злочини проти власності (р. VІ КК України)",NA,66581,0,23,NA,62125,5867,146,1051,1853,19035,24576,12687,1657,1120,8718,3784,13901,42201,2239,61167,869,508,89,30,3
2018,"VI",FALSE,"Крадіжка, ст.185","185",53956,0,4,NA,51542,3404,128,908,1462,15186,20529,10979,1415,935,7174,2590,11605,35552,1795,50827,654,386,61,21,3
2018,"VI",FALSE,"Грабіж, ст.186","186",5982,0,2,NA,5508,1720,18,112,259,2165,2188,684,55,27,245,222,1154,3834,298,5346,147,68,15,5,0
2018,"VI",FALSE,"Розбій, ст.187","187",1837,0,1,NA,1448,917,2,33,83,620,507,179,17,7,54,72,253,1016,107,1386,54,42,8,3,0
2018,"VI",FALSE,"Вимагання, ст.189","189",289,0,2,NA,183,67,1,0,5,63,83,26,3,2,6,37,26,114,6,175,8,5,0,0,0
2018,"VI",FALSE,"Шахрайство, ст.190","190",4470,0,9,NA,3654,156,2,13,76,1190,1451,701,107,114,1007,599,858,2106,91,3625,23,19,6,1,0
2018,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст.191","191",905,0,3,NA,705,5,0,0,1,184,242,204,44,30,269,286,158,255,6,705,0,0,0,0,0
2018,"VI",FALSE,"Умисне знищення або пошкодження майна, ст.194","194",114,0,0,NA,78,29,0,0,4,21,32,15,3,3,3,4,20,53,1,75,2,1,1,0,0
2018,"VI",FALSE,"Самовільне зайняття земельної ділянки та самовільне будівництво, ст.197-1","197-1",107,0,2,NA,91,0,0,0,0,8,13,39,21,10,9,28,30,33,0,91,0,0,0,0,0
2018,"VII",TRUE,"Злочини у сфері господарської діяльності (р. VІІ КК України)",NA,1518,0,1,NA,1321,23,0,0,0,311,471,397,77,65,278,359,285,649,28,1306,11,8,4,0,1
2018,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів, ст.199","199",61,0,0,NA,32,7,0,0,0,8,10,11,2,1,2,6,9,17,0,30,2,2,0,0,0
2018,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення, ст.200","200",30,0,1,NA,22,0,0,0,0,7,11,4,0,0,13,11,2,9,0,22,0,0,0,0,0
2018,"VII",FALSE,"Зайняття гральним бізнесом, ст.203-2","203-2",18,0,0,NA,5,0,0,0,0,1,4,0,0,0,2,4,0,1,0,5,0,0,0,0,0
2018,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст.204","204",273,0,0,NA,247,3,0,0,0,37,84,91,15,20,45,73,64,109,1,245,2,1,0,0,0
2018,"VII",FALSE,"Фіктивне підприємництво, ст.205","205",379,0,0,NA,372,1,0,0,0,128,140,90,10,4,80,77,79,210,6,371,1,1,0,0,1
2018,"VII",FALSE,"Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб-підприємців, ст.205-1","205-1",200,0,0,NA,195,0,0,0,0,73,58,47,12,5,51,32,39,121,3,194,1,1,0,0,0
2018,"VII",FALSE,"Протиправне заволодіння майном підприємства, установи, організації, ст.206-2","206-2",34,0,0,NA,5,1,0,0,0,0,2,3,0,0,0,3,0,2,0,5,0,0,0,0,0
2018,"VII",FALSE,"Легалізація (відмивання) доходів, одержаних злочинним шляхом, ст.209","209",68,0,0,NA,29,8,0,0,0,6,13,6,2,2,5,16,5,8,0,29,0,0,0,0,0
2018,"VII",FALSE,"Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням, ст.210","210",2,0,0,NA,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,2,0,0,0,0,0
2018,"VII",FALSE,"Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону, ст.211","211",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
