"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2019,"IX",FALSE,"Фінансування тероризму, ст.258-5","258-5",5,0,0,NA,3,1,0,0,0,1,2,0,0,0,1,2,0,1,0,3,0,0,0,0,0
2019,"IX",FALSE,"Завідомо неправдиве повідомлення про загрозу безпеці громадян, знищення чи пошкодження об’єктів  власності, ст.259","259",195,0,0,NA,155,19,0,3,4,37,56,39,8,8,15,23,33,95,4,153,2,2,0,0,0
2019,"IX",FALSE,"Створення не передбачених законом воєнізованих або збройних формувань, ст.260","260",257,1,0,NA,232,2,0,1,7,69,94,57,2,2,14,15,84,122,11,231,1,1,0,0,0
2019,"IX",FALSE,"Викрадення, привласнення, вимагання вогнепальної зброї, бойових припасів, вибухових речовин чи радіоактивних матеріалів або заволодіння ними шляхом шахрайства або зловживанням службовим становищем, ст.262","262",19,0,0,NA,15,6,0,0,0,4,10,0,1,0,0,0,3,12,0,15,0,0,0,0,0
2019,"IX",FALSE,"Незаконне поводження зі зброєю, бойовими припасами або вибуховими  речовинами, ст.263","263",4418,0,7,NA,4219,246,0,0,23,760,1425,1440,292,279,116,389,1061,2705,64,4141,69,56,9,4,0
2019,"IX",FALSE,"Незаконне виготовлення, переробка чи ремонт вогнепальної зброї або фальсифікація, незаконне видалення чи зміна її маркування, або незаконне виготовлення бойових припасів, вибухових речовин чи вибухових  пристроїв, ст.263-1","263-1",102,0,2,NA,107,10,0,0,1,18,20,40,12,16,1,12,24,71,0,103,4,3,0,1,0
2019,"IX",FALSE,"Недбале зберігання вогнепальної зброї або бойових припасів, ст.264","264",1,0,0,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
2019,"IX",FALSE,"Незаконне поводження з радіоактивними матеріалами, ст.265","265",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"IX",FALSE,"Порушення правил поводження з вибуховими, легкозаймистими та їдкими речовинами або радіоактивними матеріалами, ст.267","267",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"X",TRUE,"Злочини проти безпеки виробництва (р. X КК України)",NA,48,0,1,NA,45,0,0,0,0,3,7,23,6,6,4,21,15,9,0,45,0,0,0,0,0
2019,"XI",TRUE,"Злочини проти безпеки руху та експлуатації транспорту (р. XІ КК України)",NA,6107,0,7,NA,5521,456,17,85,160,1837,1662,1131,254,375,268,1154,1411,2847,109,5427,93,58,1,0,1
2019,"XI",FALSE,"Порушення правил безпеки руху або експлуатації залізничного, водного чи повітряного транспорту, ст.276","276",2,0,0,NA,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0
2019,"XI",FALSE,"Порушення правил безпеки дорожнього  руху або експлуатації транспорту особами,  які керують транспортними засобами, ст.286","286",3903,0,2,NA,3599,109,0,5,32,938,1111,921,235,357,248,1055,970,1553,21,3543,56,29,0,0,1
2019,"XI",FALSE,"Незаконне заволодіння транспортним засобом, ст.289","289",2117,0,5,NA,1842,347,17,80,126,879,523,188,16,13,19,87,417,1251,87,1805,36,28,1,0,0
2019,"XI",FALSE,"Знищення, підробка або заміна номерів вузлів та агрегатів транспортного  засобу, ст.290","290",20,0,0,NA,16,0,0,0,0,5,3,6,1,1,0,4,7,5,0,15,1,1,0,0,0
2019,"XII",TRUE,"Злочини проти громадського порядку та моральності (р. XІІ КК України)",NA,2595,0,6,NA,2174,192,8,38,91,844,706,379,54,54,200,288,459,1351,76,2134,38,26,2,0,0
2019,"XII",FALSE,"Хуліганство, ст.296","296",1883,0,6,NA,1601,147,6,28,84,655,526,249,25,28,73,231,349,972,49,1571,30,20,0,0,0
2019,"XII",FALSE,"Наруга над могилою, іншим місцем поховання або над тілом померлого, ст.297","297",221,0,0,NA,212,25,2,7,1,40,77,60,17,8,10,7,43,152,10,211,0,0,1,0,0
2019,"XII",FALSE,"Ввезення, виготовлення, збут і розповсюдження порнографічних предметів, ст.301","301",123,0,0,NA,98,4,0,0,1,35,31,25,6,0,30,22,31,45,0,94,4,2,0,0,0
2019,"XII",FALSE,"Створення або утримання місць розпусти і звідництво, ст.302","302",83,0,0,NA,81,3,0,0,1,18,33,23,2,4,61,18,11,50,2,81,0,0,0,0,0
2019,"XII",FALSE,"Сутенерство або втягнення особи в заняття проституцією, ст.303","303",80,0,0,NA,51,5,0,0,2,17,22,8,0,2,32,13,6,32,0,50,1,1,0,0,0
2019,"XII",FALSE,"Втягнення неповнолітніх у злочинну діяльність, ст.304","304",97,0,0,NA,98,7,0,0,0,57,20,15,2,4,19,1,14,70,13,95,2,2,1,0,0
2019,"XIII",TRUE,"Злочини у сфері обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів та інші злочини проти здоров'я населення  (р. XІІІ КК України)",NA,14439,0,1,NA,13231,518,2,5,104,3145,5777,3437,352,409,1352,1208,3650,8200,173,13054,163,112,14,10,0
2019,"XIII",FALSE,"Контрабанда наркотичних засобів, психотропних речовин, їх аналогів чи прекурсорів або фальсифікованих лікарських засобів, ст.305","305",189,0,0,NA,144,25,0,0,1,46,58,33,3,3,12,43,26,70,5,96,48,16,0,0,0
2019,"XIII",FALSE,"Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів, прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст.306","306",10,0,0,NA,8,3,0,0,0,1,5,2,0,0,4,0,2,6,0,8,0,0,0,0,0
2019,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або  їх аналогів, ст.307","307",1902,0,0,NA,1134,358,0,0,13,354,488,244,25,10,183,134,282,691,27,1119,15,10,0,1,0
2019,"XIII",FALSE,"Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем, ст.308","308",16,0,0,NA,12,3,0,0,1,4,5,2,0,0,2,2,3,6,1,12,0,0,0,0,0
2019,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів  без мети збуту, ст.309","309",11407,0,1,NA,11097,211,2,5,89,2680,5083,2860,228,150,782,955,3108,6904,130,10972,111,85,14,8,0
2019,"XIII",FALSE,"Посів або вирощування снотворного маку чи конопель ст.310","310",1394,0,0,NA,1352,18,0,0,1,121,352,498,130,250,376,92,364,878,18,1340,11,9,1,2,0
2019,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів, ст.311","311",194,0,0,NA,188,38,0,0,1,30,89,59,7,2,27,25,44,113,6,185,3,3,0,0,0
2019,"XIII",FALSE,"Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або зловживання службовим становищем, ст.312","312",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XIII",FALSE,"Викрадення, привласнення, вимагання обладнання, призначеного для  виготовлення наркотичних засобів, психотропних речовин, або їх аналогів чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням, ст.313","313",63,0,0,NA,62,15,0,0,0,14,25,22,1,0,4,15,6,40,1,61,1,1,0,0,0
2019,"XIII",FALSE,"Незаконне введення в організм наркотичних засобів,  психотропних речовин або їх аналогів, ст.314","314",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XIII",FALSE,"Схиляння до вживання наркотичних засобів,  психотропних речовин або їх аналогів, ст.315","315",19,0,0,NA,21,1,0,0,1,5,10,5,0,0,6,1,5,14,1,19,1,1,1,0,0
2019,"XIII",FALSE,"Незаконне публічне вживання наркотичних засобів, ст.316","316",8,0,0,NA,10,0,0,0,0,3,4,3,0,0,0,3,2,5,0,10,0,0,0,0,0
2019,"XIII",FALSE,"Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів, ст.317","317",305,0,0,NA,304,25,0,0,0,46,146,104,4,4,31,17,65,217,5,301,2,2,1,0,0
2019,"XIII",FALSE,"Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів, ст.318","318",2,0,0,NA,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0
2019,"XIII",FALSE,"Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин, ст.319","319",1,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2019,"XIII",FALSE,"Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів  або прекурсорі, ст.320","320",49,0,0,NA,34,0,0,0,0,3,7,10,5,9,31,15,13,6,0,34,0,0,0,0,0
2019,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст.321","321",85,0,0,NA,79,14,0,0,0,17,33,25,1,3,12,11,20,39,9,79,0,0,0,0,0
2019,"XIII",FALSE,"Незаконна організація або утримання місць для вживання одурманюючих засобів, ст.322","322",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XIII",FALSE,"Спонукання неповнолітніх до застосування допінгу, ст.323","323",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XIII",FALSE,"Схиляння неповнолітніх до вживання одурманюючих засобів, ст.324","324",1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XIV",TRUE,"Злочини у сфері охорони державної таємниці, недоторканності державних кордонів, забезпечення призову та мобілізації (р. XІV КК України)",NA,573,0,0,NA,527,13,0,0,0,310,120,86,3,8,4,71,188,262,6,495,31,15,1,4,0
2019,"XIV",FALSE,"Незаконне переправлення осіб через державний кордон України, ст.332","332",85,0,0,NA,50,13,0,0,0,14,19,15,1,1,1,12,4,33,1,33,16,5,1,3,0
2019,"XIV",FALSE,"Порушення порядку в'їзду на тимчасово окуповану територію України та виїзду з неї, ст.332-1","332-1",3,0,0,NA,3,0,0,0,0,2,0,1,0,0,1,2,0,1,0,3,0,0,0,0,0
2019,"XIV",FALSE,"Ухилення від призову на строкову військову службу, військову службу за призовом осіб офіцерського складу, ст.335","335",260,0,0,NA,255,0,0,0,0,255,0,0,0,0,0,18,108,129,0,255,0,0,0,0,0
2019,"XIV",FALSE,"Ухилення від проходження служби цивільного захисту в особливий період чи у разі проведення цільової мобілізації, ст.336-1","336-1",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XV",TRUE,"Злочини проти авторитету органів державної влади, органів місцевого самоврядування,об'єднань громадян та злочини проти журналістів (р. XV КК України)",NA,4008,0,1,NA,3503,192,5,8,57,982,1270,902,143,136,741,616,831,1995,61,3377,124,80,2,6,1
2019,"XV",FALSE,"Захоплення державних або громадських будівель чи споруд, ст.341","341",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XV",FALSE,"Опір представникові влади, працівникові правоохоронного органу, державному виконавцю, приватному виконавцю, члену громадського формування з охорони громадського порядку і державного кордону або військовослужбовцеві, уповноваженій особі Фонду гарантування вкладів фізичних осіб, ст. 342","342",219,0,0,NA,197,13,0,0,5,66,79,42,4,1,10,27,49,119,2,193,4,3,0,0,0
2019,"XV",FALSE,"Погроза або насильство щодо працівника правоохоронного органу, ст.345","345",589,0,1,NA,511,51,1,0,9,182,175,123,14,7,41,81,116,302,12,499,11,8,1,0,0
2019,"XV",FALSE,"Погроза або насильство щодо журналіста, ст.345-1","345-1",12,0,0,NA,9,0,0,0,0,4,1,3,1,0,0,4,0,5,0,9,0,0,0,0,0
2019,"XV",FALSE,"Умисне знищення або пошкодження майна працівника правоохоронного органу, працівника органу державної виконавчої служби чи приватного виконавця, ст.347","347",3,0,0,NA,3,1,0,0,0,0,2,1,0,0,0,1,0,2,0,3,0,0,0,0,0
2019,"XV",FALSE,"Умисне знищення або пошкодження майна журналіста, ст.347-1","347-1",1,0,0,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2019,"XV",FALSE,"Посягання на життя працівника правоохоронного органу, члена громадського формування з охорони громадського порядку і державного кордону або військовослужбовця, ст.348","348",32,0,0,NA,20,12,0,0,1,3,5,8,1,2,0,2,5,13,0,20,0,0,0,0,0
2019,"XV",FALSE,"Посягання на життя журналіста, ст.348-1","348-1",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XV",FALSE,"Захоплення представника влади або працівника правоохоронного органу як заручника, ст.349","349",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XV",FALSE,"Захоплення журналіста як заручника, ст.349-1","349-1",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"XV",FALSE,"Примушування до виконання чи невиконання цивільно-правових забов’язань, ст.355","355",45,0,0,NA,40,0,0,0,0,9,19,11,0,1,5,12,14,13,1,40,0,0,0,0,0
