"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2016,"III",FALSE,"Торгівля людьми або інша незаконна угода щодо передачі людини , ст.149","149",41,NA,0,NA,20,11,0,0,0,8,7,5,0,0,11,4,3,13,0,19,1,0,0,0,0
2016,"III",FALSE,"Наклеп, ст. 151-1","151-1",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"IV",TRUE,"Правопорушення проти статевої свободи та статевої недоторканості особи (р. IV КК України)",NA,356,NA,1,NA,299,155,0,2,6,107,100,67,6,11,2,20,52,206,21,293,6,4,0,0,0
2016,"IV",FALSE,"Згвалтування, ст.152","152",215,NA,0,NA,182,96,0,1,3,76,68,30,2,2,1,10,25,130,17,177,5,3,0,0,0
2016,"IV",FALSE,"Насильницьке задоволення статевої пристрасті неприродним способом, ст.153","153",119,NA,0,NA,104,69,0,1,2,36,33,31,0,1,1,5,20,71,8,103,1,0,0,0,0
2016,"IV",FALSE,"Розбещення неповнолітніх, ст.156","156",79,NA,1,NA,71,30,0,0,2,15,20,22,4,8,1,10,19,41,1,69,2,1,0,0,0
2016,"V",TRUE,"Правопорушення проти виборчих, трудових та інших особистих прав і свобод людини і громадянина(р. V КК України)",NA,1691,NA,0,NA,1629,61,0,4,15,343,798,415,39,15,133,131,439,1027,32,1624,5,4,0,1,0
2016,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст.164","164",878,NA,0,NA,853,0,0,0,0,130,495,224,4,0,54,54,266,522,11,853,0,0,0,0,0
2016,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом виплат, ст.175","175",13,NA,0,NA,11,0,0,0,0,0,3,7,1,0,1,10,1,0,0,11,0,0,0,0,0
2016,"V",FALSE,"Порушення авторського права і суміжних прав, ст.176","176",12,NA,0,NA,10,0,0,0,0,3,5,1,1,0,1,9,1,0,0,10,0,0,0,0,0
2016,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст.177","177",1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"VI",TRUE,"Правопорушення проти власності (р. VІ КК України)",NA,57988,NA,19,NA,52031,5841,178,962,2084,18858,18623,9409,1194,723,6699,2768,11673,35434,2156,51446,523,308,61,9,19
2016,"VI",FALSE,"Крадіжка, ст.185","185",45479,NA,8,NA,41940,3229,159,828,1640,14535,15076,8050,1021,631,5529,1790,9413,29025,1712,41543,356,206,40,7,15
2016,"VI",FALSE,"Грабіж, ст.186","186",6309,NA,4,NA,5618,1715,19,119,285,2429,2090,607,56,13,292,205,1187,3904,322,5485,121,66,12,1,3
2016,"VI",FALSE,"Розбій, ст.187","187",2334,NA,2,NA,1779,1176,0,18,97,821,628,197,8,10,74,82,330,1280,87,1732,41,31,6,1,0
2016,"VI",FALSE,"Вимагання, ст.189","189",235,NA,0,NA,164,61,0,1,4,73,62,19,4,1,3,30,30,101,3,160,3,3,1,0,0
2016,"VI",FALSE,"Шахрайство, ст.190","190",3427,NA,4,NA,3010,209,4,13,112,1348,1033,413,55,32,609,377,800,1736,97,2999,9,8,2,0,1
2016,"VI",FALSE,"Привласнення, розтрата майна або заволодіння ним шляхом зловживання службовим становищем, ст.191","191",1248,NA,0,NA,646,6,0,0,2,156,198,217,43,30,247,299,158,189,0,644,2,2,0,0,0
2016,"VI",FALSE,"Умисне знищення або пошкодження майна, ст.194","194",94,NA,0,NA,78,18,0,0,6,31,19,16,3,3,1,7,14,57,0,77,1,1,0,0,0
2016,"VII",TRUE,"Правопорушення у сфері господарської діяльності(р. VІІ КК України)",NA,1468,NA,1,NA,1210,11,0,0,2,295,416,357,74,66,251,366,295,533,16,1196,14,7,0,0,1
2016,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою збуту або збут підроблених грошей, державних цінних паперів чи білетів державної лотереї, ст.199","199",74,NA,0,NA,51,4,0,0,0,9,24,9,6,3,10,10,11,30,0,50,1,1,0,0,0
2016,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними  картками та іншими засобами доступу до банківських рахунків, обладнанням для їх  виготовлення, ст.200","200",44,NA,0,NA,13,1,0,0,0,8,4,1,0,0,5,9,1,3,0,11,2,0,0,0,0
2016,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст.204","204",330,NA,0,NA,278,1,0,0,0,56,91,98,18,15,45,87,72,118,1,278,0,0,0,0,0
2016,"VII",FALSE,"Фіктивне підприємництво, ст.205","205",371,NA,0,NA,310,2,0,0,1,118,110,62,10,9,60,99,72,134,5,309,1,1,0,0,1
2016,"VII",FALSE,"Легалізація (відмивання) доходів, одержаних злочинним шляхом, ст.209","209",45,NA,0,NA,19,2,0,0,0,4,5,7,3,0,5,16,2,1,0,19,0,0,0,0,0
2016,"VII",FALSE,"Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням, ст.210","210",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"VII",FALSE,"Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону, ст.211","211",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"VII",FALSE,"Порушення порядку здійснення операцій з металобрухтом, ст.213","213",273,NA,0,NA,270,1,0,0,1,41,79,91,27,31,54,22,85,155,8,266,4,2,0,0,0
2016,"VII",FALSE,"Шахрайство з фінансовими ресурсами, ст.222","222",25,NA,0,NA,11,0,0,0,0,3,4,4,0,0,1,4,5,2,0,11,0,0,0,0,0
2016,"VII",FALSE,"Підроблення документів, які подаються для реєстрації випуску цінних паперів, ст.223-1","223-1",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"VII",FALSE,"Незаконна приватизація державного, комунального майна, ст.233","233",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"VIII",TRUE,"Правопорушення проти довкілля (р. VІІІ КК України)",NA,817,NA,0,NA,765,6,0,0,10,210,258,209,47,31,7,54,189,517,5,758,6,6,1,0,0
2016,"IX",TRUE,"Правопорушення проти громадської безпеки(р. IX КК України)",NA,4132,NA,11,NA,3636,354,0,6,33,802,1272,1156,194,173,107,403,987,2175,71,3581,51,29,4,0,0
2016,"IX",FALSE,"Створення злочинної організації, ст. 255","255",80,NA,1,NA,24,9,0,0,0,5,13,6,0,0,6,17,2,5,0,23,1,1,0,0,0
2016,"IX",FALSE,"Сприяння учасникам злочинних організацій та укриття їх злочинної діяльності, ст. 256","256",14,NA,0,NA,12,0,0,0,0,3,4,4,1,0,1,2,5,5,0,12,0,0,0,0,0
2016,"IX",FALSE,"Бандитизм, ст. 257","257",45,NA,1,NA,27,18,0,0,0,11,10,4,0,2,0,5,7,15,0,25,2,2,0,0,0
2016,"IX",FALSE,"Завідомо неправдиве повідомлення про загрозу безпеці громадян, знищення чи пошкодження об’єктів  власності, ст. 259","259",103,NA,0,NA,85,9,0,1,3,27,21,25,5,3,9,12,17,53,3,83,2,2,0,0,0
2016,"IX",FALSE,"Викрадення, привласнення, вимагання вогнепальної зброї, бойових припасів, вибухових речовин чи радіоактивних матеріалів або заволодіння ними шляхом шахрайства або зловживанням службовим становищем, ст. 262","262",22,NA,0,NA,12,6,0,0,0,3,5,3,1,0,0,3,2,7,0,12,0,0,0,0,0
2016,"IX",FALSE,"Незаконне поводження зі зброєю, бойовими припасами або вибуховими речовинами, ст. 263","263",3417,NA,8,NA,3199,285,0,5,26,669,1119,1037,180,163,79,318,837,1985,59,3148,47,26,4,0,0
2016,"IX",FALSE,"Недбале зберігання вогнепальної зброї або бойових припасів, ст. 264","264",6,NA,0,NA,3,0,0,0,0,1,1,1,0,0,0,0,1,2,0,3,0,0,0,0,0
2016,"IX",FALSE,"Незаконне поводження з радіоактивними матеріалами,   ст. 265","265",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"IX",FALSE,"Порушення правил поводження з вибуховими, легкозаймистими та їдкими речовинами або радіоактивними матеріалами, ст. 267","267",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"X",TRUE,"Правопорушення проти безпеки виробництва (р. X КК України)",NA,51,NA,0,NA,45,0,0,0,0,0,14,25,4,2,2,20,10,15,0,45,0,0,0,0,0
2016,"XI",TRUE,"Правопорушення проти безпеки руху та експлуатації транспорту (р. XІ КК України)",NA,6327,NA,4,NA,5718,548,12,65,265,2244,1644,1044,230,214,220,1033,1433,3123,129,5659,55,45,4,0,2
2016,"XI",FALSE,"Порушення правил безпеки руху або експлуатації залізничного, водного чи повітряного транспорту, ст. 276","276",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XI",FALSE,"Порушення правил безпеки дорожнього  руху або експлуатації транспорту особами,  які керують транспортними засобами, ст. 286","286",3419,NA,1,NA,3225,71,0,2,23,968,1043,783,208,198,194,928,871,1399,27,3193,32,23,0,0,1
2016,"XI",FALSE,"Незаконне заволодіння транспортним засобом, ст. 289","289",2849,NA,3,NA,2441,475,12,63,242,1262,587,241,20,14,26,97,550,1694,100,2414,23,22,4,0,1
2016,"XI",FALSE,"Знищення, підробка або заміна номерів вузлів та агрегатів транспортного засобу, ст. 290","290",18,NA,0,NA,17,1,0,0,0,10,4,2,1,0,0,2,6,7,2,17,0,0,0,0,0
2016,"XII",TRUE,"Правопорушення проти громадського порядку та моральності (р. XІІ КК України)",NA,2676,NA,1,NA,2266,174,2,37,83,1052,658,357,39,38,266,274,544,1366,82,2235,30,24,1,0,1
2016,"XII",FALSE,"Хуліганство, ст. 296","296",1746,NA,1,NA,1545,112,2,32,73,732,452,211,23,20,91,189,383,927,46,1518,27,21,0,0,1
2016,"XII",FALSE,"Наруга над могилою, іншим місцем поховання або над тілом померлого, ст. 297","297",282,NA,0,NA,243,24,0,5,3,66,76,76,9,8,26,3,44,175,21,243,0,0,0,0,0
2016,"XII",FALSE,"Сутенерство або втягнення особи в заняття проституцією, ст. 303","303",62,NA,0,NA,47,3,0,0,0,23,14,9,1,0,35,11,10,26,0,47,0,0,0,0,0
2016,"XII",FALSE,"Втягнення неповнолітніх у злочинну діяльність, ст. 304","304",172,NA,0,NA,180,33,0,1,3,128,31,14,2,1,19,0,36,130,14,179,1,1,0,0,0
2016,"XIII",TRUE,"Правопорушення у сфері обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів та інші злочини проти здоров'я населення(р. XІІІ КК України)",NA,11897,NA,6,NA,11185,386,1,9,108,2814,4715,2638,364,535,1555,846,3163,7011,165,11102,77,58,6,1,2
2016,"XIII",FALSE,"Контрабанда наркотичних засобів, психотропних речовин, їх аналогів  або прекурсорів або фальсифікованих лікарських засобів, ст. 305","305",172,NA,0,NA,136,47,0,0,0,58,51,24,1,2,6,38,42,55,1,123,13,10,0,0,0
2016,"XIII",FALSE,"Використання коштів, здобутих від незаконного обігу наркотичних засобів, психотропних речовин, їх аналогів або прекурсорів, отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст. 306","306",10,NA,0,NA,9,7,0,0,0,3,6,0,0,0,0,4,3,2,0,9,0,0,0,0,0
2016,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення, пересилання чи збут наркотичних засобів, психотропних речовин або їх аналогів, ст. 307","307",550,NA,3,NA,350,142,0,0,4,125,136,74,3,8,62,82,83,173,12,342,8,2,0,0,0
2016,"XIII",FALSE,"Викрадення, привласнення, вимагання наркотичних засобів, психотропних речовин або їх аналогів чи заволодіння ними шляхом шахрайства або зловживання службовим становищем , ст. 308","308",27,NA,0,NA,25,4,0,0,0,5,9,9,0,2,1,3,1,21,0,25,0,0,0,0,0
2016,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання наркотичних засобів, психотропних речовин або їх аналогів  без мети збуту, ст. 309","309",9807,NA,3,NA,9429,253,1,9,102,2557,4287,2165,188,119,754,656,2709,5937,127,9371,53,44,5,1,2
2016,"XIII",FALSE,"Посів або вирощування снотворного маку чи конопель ст. 310","310",1490,NA,0,NA,1473,9,0,0,2,103,322,437,185,424,703,92,391,959,31,1468,4,4,1,0,0
2016,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, зберігання, перевезення чи пересилання прекурсорів, ст. 311","311",199,NA,0,NA,187,27,0,0,0,30,79,73,3,2,25,14,56,112,5,184,2,0,1,0,0
2016,"XIII",FALSE,"Викрадення, привласнення, вимагання прекурсорів або заволодіння ними шляхом шахрайства або службовим становищем, ст. 312","312",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIII",FALSE,"Викрадення, привласнення, вимагання обладнання, призначеного для  виготовлення наркотичних засобів, психотропних речовин, або їх аналогів чи заволодіння ним шляхом шахрайства або зловживання службовим становищем та інші незаконні дії з таким обладнанням, ст. 313","313",50,NA,0,NA,46,6,0,0,0,14,23,8,1,0,1,10,13,23,0,46,0,0,0,0,0
2016,"XIII",FALSE,"Незаконне введення в організм наркотичних засобів,  психотропних речовин або їх аналогів, ст. 314","314",1,NA,0,NA,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2016,"XIII",FALSE,"Схиляння до вживання наркотичних засобів,  психотропних речовин або їх аналогів, ст. 315","315",10,NA,0,NA,9,1,0,0,0,3,4,2,0,0,1,1,5,3,0,9,0,0,0,0,0
2016,"XIII",FALSE,"Незаконне публічне вживання наркотичних засобів, ст. 316","316",9,NA,0,NA,10,0,0,0,1,2,4,3,0,0,1,1,3,6,0,10,0,0,0,0,0
2016,"XIII",FALSE,"Організація або утримання місць для незаконного вживання, виробництва чи виготовлення наркотичних засобів, психотропних речовин або їх аналогів, ст. 317","317",312,NA,1,NA,319,21,0,0,0,78,151,80,6,4,35,23,97,197,2,317,2,2,0,0,0
2016,"XIII",FALSE,"Незаконне виготовлення, підроблення, використання чи збут підроблених документів на отримання наркотичних засобів, психотропних речовин або прекурсорів, ст. 318","318",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIII",FALSE,"Незаконна видача рецепта на право придбання наркотичних засобів або психотропних речовин, ст. 319","319",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIII",FALSE,"Порушення встановлених правил обігу наркотичних засобів, психотропних речовин, їх аналогів  або прекурсорі, ст. 320","320",43,NA,0,NA,40,0,0,0,0,9,5,13,6,7,34,15,17,8,0,40,0,0,0,0,0
2016,"XIII",FALSE,"Незаконне виробництво, виготовлення, придбання, перевезення, пересилання, зберігання з метою збуту або збут отруйних чи сильнодіючих речовин або отруйних чи сильнодіючих лікарських засобів, ст. 321","321",60,NA,0,NA,40,3,0,0,0,12,15,10,1,2,13,7,6,26,1,40,0,0,0,0,0
2016,"XIII",FALSE,"Незаконна організація або утримання місць для вживання одурманюючих засобів, ст. 322","322",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIII",FALSE,"Спонукання неповнолітніх до застосування допінгу, ст. 323","323",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIII",FALSE,"Схиляння неповнолітніх до вживання одурманюючих засобів, ст. 324","324",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XIV",TRUE,"Правопорушення у сфері охорони державної таємниці, недоторканності державних кордонів, забезпечення призову та мобілізації(р. XІV КК України)",NA,223,NA,0,NA,198,9,0,1,1,107,39,37,7,6,12,40,49,107,2,192,6,2,0,0,1
2016,"XV",TRUE,"Правопорушення проти авторитету органів державної влади, органів місцевого самоврядування та об'єднань громадян (р. XV КК України)",NA,2704,NA,4,NA,2266,171,1,2,33,745,775,558,90,62,456,489,510,1206,61,2075,191,141,0,7,1
2016,"XV",FALSE,"Захоплення державних або громадських будівель чи споруд, ст. 341","341",1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XV",FALSE,"Опір представникові влади, працівникові правоохоронного органу, державному виконавцю, члену громадського формування з охорони громадського порядку і державного кордону або військовослужбовцеві, ст. 342","342",209,NA,1,NA,194,9,0,0,4,78,62,44,0,6,8,41,49,104,0,192,2,0,0,0,1
2016,"XV",FALSE,"Погроза або насильство щодо працівника правоохоронного органу, ст. 345","345",519,NA,1,NA,461,47,0,0,9,193,152,91,4,12,24,78,115,260,8,456,5,2,0,0,1
2016,"XV",FALSE,"Умисне знищення або пошкодження майна працівника правоохоронного органу, ст. 347","347",2,NA,0,NA,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0
2016,"XV",FALSE,"Посягання на життя працівника правоохоронного органу, члена громадського формування з охорони громадського порядку і державного кордону або військовослужбовця, ст. 348","348",15,NA,0,NA,8,7,0,0,0,5,3,0,0,0,0,1,4,3,0,8,0,0,0,0,0
2016,"XV",FALSE,"Захоплення представника влади або працівника правоохоронного органу як заручника, ст. 349","349",1,NA,0,NA,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2016,"XV",FALSE,"Примушування до виконання чи невиконання цивільно-правових забов’язань, ст. 355","355",28,NA,0,NA,23,3,1,0,0,6,12,2,2,0,2,5,2,14,2,23,0,0,0,0,0
2016,"XV",FALSE,"Викрадення, привласнення, вимагання документів, штампів, печаток, заволодіння ними шляхом шахрайства чи зловживання службовим становищем або їх пошкодження, ст. 357","357",469,NA,0,NA,468,86,0,0,18,203,146,85,11,5,90,33,124,299,12,466,2,2,0,0,0
2016,"XV",FALSE,"Підроблення документів, печаток, штампів та бланків, а також збут чи використання підроблених документів, печаток, штампів, ст. 358","358",1400,NA,2,NA,1069,23,0,0,4,264,366,331,66,38,335,294,226,513,36,884,185,138,0,7,0
2016,"XVI",TRUE,"Правопорушення у сфері використання електронно-обчислювальних машин (комп'ютерів ), систем та комп'ютерних мереж і мереж електрозв'язку (р. XVI КК України)",NA,99,NA,0,NA,52,2,0,0,0,13,18,19,2,0,19,32,8,12,0,49,3,1,0,0,0
2016,"XVI",FALSE,"Несанкціоноване втручання в роботу державних електронних інформаційних ресурсів або інформаційних, телекомунікаційних, інформаційно-телекомунікаційних систем, критичних об'єктів національної інформаційної інфраструктури, ст. 361-3","361-3",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVI",FALSE,"Несанкціоновані збут або розповсюдження інформації з обмеженим доступом, яка оброблюється в державних електронних інформаційних ресурсах, ст. 361-4","361-4",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVI",FALSE,"Несанкціоновані дії з інформацією, яка оброблюється в державних електронних інформаційних ресурсах або інформаційних, телекомунікаційних, інформаційно-телекомунікаційних системах критичних об'єктів національної інформаційної інфраструктури, вчинені особою, яка має право доступу до неї, ст. 362-1","362-1",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVII",TRUE,"Правопорушення у сфері службової діяльності та професійної діяльності, пов'язаної з наданням публічних послуг(р. XVII КК України)",NA,2908,NA,12,NA,1737,133,0,0,0,283,600,587,146,121,377,1383,208,139,7,1713,24,21,0,1,0
2016,"XVII",FALSE,"Зловживання владою або службовим становищем,    ст. 364","364",117,NA,0,NA,83,1,0,0,0,7,20,37,12,7,17,74,6,3,0,83,0,0,0,0,0
2016,"XVII",FALSE,"Зловживання повноваженнями службовою особою юридичної особи приватного права незалежно від організаційно-правової форми, ст. 364-1","364-1",29,NA,0,NA,20,1,0,0,0,1,10,3,3,3,3,14,5,1,0,20,0,0,0,0,0
2016,"XVII",FALSE,"Перевищення влади або службових повноважень, ст. 365","365",102,NA,1,NA,70,3,0,0,0,40,26,4,0,0,0,54,9,7,0,70,0,0,0,0,0
2016,"XVII",FALSE,"Перевищення повноважень службовою особою юридичної особи приватного права незалежно від організаційно-правової форми, ст. 365-1","365-1",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVII",FALSE,"Зловживання повноваженями особами, які надають публічні послуги, ст. 365-2","365-2",4,NA,0,NA,3,0,0,0,0,0,3,0,0,0,1,3,0,0,0,3,0,0,0,0,0
2016,"XVII",FALSE,"Службове підроблення, ст. 366","366",1323,NA,1,NA,557,6,0,0,0,57,136,242,63,59,211,428,91,38,0,556,1,1,0,0,0
2016,"XVII",FALSE,"Службова недбалість, ст. 367","367",136,NA,2,NA,115,1,0,0,0,16,24,43,12,20,30,80,23,12,0,115,0,0,0,0,0
2016,"XVII",FALSE,"Одержання хабара / Прийняття пропозиції, обіцянки або одержання неправомірної вигоди службовою особою, ст. 368","368",834,NA,6,NA,579,76,0,0,0,115,236,166,38,24,79,523,32,24,0,579,0,0,0,0,0
2016,"XVII",FALSE,"Незаконне збагачення, ст. 368-2","368-2",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVII",FALSE,"Комерційний підкуп / підкуп службової особи юридичної особи приватного права незалежно від організаційно-правової форми, ст. 368-3","368-3",32,NA,0,NA,28,2,0,0,0,3,10,11,2,2,6,20,3,5,0,28,0,0,0,0,0
2016,"XVII",FALSE,"Підкуп особи, яка надає публічні послуги, ст. 368-4","368-4",13,NA,0,NA,9,2,0,0,0,0,3,5,1,0,4,9,0,0,0,9,0,0,0,0,0
2016,"XVII",FALSE,"Пропозиція або давання хабара / Пропозиція або надання неправомірної вигоди службовій особі, ст. 369","369",209,NA,2,NA,174,19,0,0,0,25,69,59,10,11,28,92,35,41,6,152,22,19,0,1,0
2016,"XVII",FALSE,"Зловживання впливом, ст. 369-2","369-2",204,NA,0,NA,189,26,0,0,0,30,91,50,13,5,20,168,8,12,1,188,1,1,0,0,0
2016,"XVII",FALSE,"Провокація хабара або комерційного підкупу / Провокація підкупу, ст. 370","370",1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVIII",TRUE,"Правопорушення проти правосуддя(р. XVIII КК України)",NA,1795,NA,8,NA,1677,113,0,0,15,587,653,348,52,22,198,115,345,1163,54,1667,7,5,3,0,0
2016,"XVIII",FALSE,"Погроза або насильство щодо судді, народного засідателя чи присяжного, ст. 377","377",6,NA,0,NA,6,0,0,0,0,2,2,1,1,0,0,0,1,5,0,6,0,0,0,0,0
2016,"XVIII",FALSE,"Посягання на життя судді, народного засідателя чи присяжного у зв’язку з їх діяльністю, пов’язаною із здійсненням  правосуддя, ст. 379","379",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVIII",FALSE,"Невиконання слідчим вказівок прокурора, ст.381-1","381-1",0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"XVIII",FALSE,"Умисне невиконання угоди про примирення або про визнання винуваності, ст.389-1","389-1",2,NA,0,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
2016,"XVIII",FALSE,"Дії, що дезорганізують роботи виправних установ,  ст. 392","392",8,NA,0,NA,8,0,0,0,0,3,5,0,0,0,0,0,3,5,0,8,0,0,0,0,0
2016,"XVIII",FALSE,"Втеча з місця позбавлення волі або з-під варти, ст. 393","393",42,NA,6,NA,38,23,0,0,1,17,14,6,0,0,3,4,11,22,1,37,1,1,0,0,0
2016,"XVIII",FALSE,"Порушення правил адміністративного нагляду, ст. 395","395",489,NA,0,NA,464,45,0,0,0,145,207,93,16,3,18,8,68,368,20,462,0,0,2,0,0
