"Year","Chapter","IsChp","Article","Art","FS22X1","FS22X2","FS22X3","FS22X4","FS22X5","FS22X6","FS22X7","FS22X8","FS22X9","FS22X10","FS22X11","FS22X12","FS22X13","FS22X14","FS22X15","FS22X16","FS22X17","FS22X18","FS22X19","FS22X20","FS22X21","FS22X22","FS22X23","FS22X24","FS22X25","FS22X26","FS22X27","FS22X28","FS22X29","FS22X30","FS22X31","FS22X32","FS22X33","FS22X34","FS22X35","FS22X36","FS22X37","FS22X38","FS22X39","FS22X40","FS22X41","FS22X42","FS22X43","FS22X44","FS22X45","FS22X46","FS22X47"
2018,"I",TRUE,"Злочини проти основ національної безпеки України (р. І КК України)",NA,2,0,0,NA,2,46,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст.109","109",1,0,0,NA,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст.110","110",0,0,0,NA,0,30,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст.110-2","110-2",0,0,0,NA,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Державна зрада, ст.111","111",1,0,0,NA,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст.112","112",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Диверсія, ст.113","113",0,0,0,NA,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Шпигунство, ст.114","114",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"I",FALSE,"Перешкоджання законній діяльності Збройних Сил України та інших військових формувань, ст.114-1","114-1",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"II",TRUE,"Злочини проти життя та здоров'я особи (р. ІІ КК України)",NA,620,199,229,NA,192,12060,1583,0,0,3,2,0,0,0,2,2,0,0,0,2,0,0,0,0,NA,NA,22,0,19,0,0,0,0,2,0,0,0,114,7,1,36,5,11,0,NA,NA,NA
2018,"II",FALSE,"Умисне вбивство, ст.115","115",24,9,9,NA,6,702,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,2,0,1,0,0,0,0,1,0,0,0,18,1,0,5,2,1,0,NA,NA,NA
2018,"II",FALSE,"Умисне вбивство при перевищенні меж необхідної оборони або у разі перевищення заходів, необхідних для затримання злочинця, ст.118","118",0,0,0,NA,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
2018,"II",FALSE,"Умисне тяжке тілесне ушкодження, ст.121","121",62,19,20,NA,23,1160,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,1,0,0,0,0,0,0,0,0,23,0,0,9,2,2,0,NA,NA,NA
2018,"II",FALSE,"Умисне середньої тяжкості тілесне ушкодження, ст.122","122",100,33,34,NA,33,1116,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,1,0,0,NA,NA,NA
2018,"III",TRUE,"Злочини проти волі, честі та гідності особи (р. IІІ КК України)",NA,9,1,1,NA,7,194,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,0,2,0,0,0,0,0,1,0,0,5,1,0,1,1,2,0,NA,NA,NA
2018,"III",FALSE,"Незаконне позбавлення волі або викрадення людини, ст.146","146",8,1,1,NA,6,158,16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,3,0,2,0,0,0,0,0,1,0,0,5,1,0,1,1,2,0,NA,NA,NA
2018,"III",FALSE,"Захоплення заручників, ст.147","147",0,0,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"III",FALSE,"Торгівля людьми або інша незаконна угода щодо людини, ст.149","149",1,0,0,NA,1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"IV",TRUE,"Злочини проти статевої свободи та статевої недоторканості особи  (р. IV КК України)",NA,16,3,11,NA,2,188,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA
2018,"IV",FALSE,"Згвалтування, ст.152","152",6,1,3,NA,2,109,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"IV",FALSE,"Насильницьке задоволення статевої пристрасті неприродним способом, ст.153","153",6,1,4,NA,1,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
2018,"IV",FALSE,"Розбещення неповнолітніх, ст.156","156",4,1,3,NA,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA
2018,"V",TRUE,"Злочини проти виборчих, трудових та інших особистих прав і свобод людини  і громадянина (р. V КК України)",NA,28,14,9,NA,5,1883,157,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,3,0,3,0,0,0,0,0,0,0,0,11,0,0,4,1,0,0,NA,NA,NA
2018,"V",FALSE,"Порушення рівноправності громадян залежно від їх расової, національної належності, релігійних переконань, інвалідності та за іншими ознаками, ст.161","161",0,0,0,NA,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"V",FALSE,"Ухилення від сплати аліментів на утримання дітей, ст.164","164",0,0,0,NA,0,909,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,1,0,0,NA,NA,NA
2018,"V",FALSE,"Перешкоджання законній професійній діяльності журналістів, ст.171","171",0,0,0,NA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"V",FALSE,"Невиплата заробітної плати, стипендії, пенсії чи інших установлених законом  виплат, ст.175","175",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"V",FALSE,"Порушення авторського права і суміжних прав, ст.176","176",1,0,0,NA,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"V",FALSE,"Порушення прав на винахід, корисну модель, промисловий зразок, топографію інтегральной мікросхеми, сорт рослин, раціоналізаторську пропозицію, ст.177","177",0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2018,"VI",TRUE,"Злочини проти власності (р. VІ КК України)",NA,3034,1330,1159,NA,545,48190,4886,0,0,6,19,0,5,8,6,13,0,0,5,8,4,1,0,1,NA,NA,46,0,28,0,0,1,0,0,8,0,4,132,1,1,33,3,16,0,NA,NA,NA
2018,"VI",FALSE,"Крадіжка, ст.185","185",2532,1142,944,NA,446,40609,4127,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,NA,NA,6,0,3,0,0,0,0,0,0,0,0,85,0,0,23,3,7,0,NA,NA,NA
2018,"VI",FALSE,"Грабіж, ст.186","186",347,148,144,NA,55,4362,431,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,6,0,4,0,0,0,0,0,2,0,0,24,0,0,6,0,5,0,NA,NA,NA
2018,"VI",FALSE,"Розбій, ст.187","187",91,33,40,NA,18,1191,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,1,0,0,10,0,0,3,0,1,0,NA,NA,NA
2018,"VI",FALSE,"Вимагання, ст.189","189",8,2,2,NA,4,119,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,11,0,11,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,NA,NA,NA
2018,"VI",FALSE,"Шахрайство, ст.190","190",95,30,42,NA,23,2623,238,0,0,2,7,0,3,3,1,3,0,0,0,3,0,1,0,1,NA,NA,15,0,8,0,0,0,0,0,6,0,2,12,1,1,1,0,3,0,NA,NA,NA
