"Year","Chapter","IsChp","Article","Art","FS22X1","FS22X2","FS22X3","FS22X4","FS22X5","FS22X6","FS22X7","FS22X8","FS22X9","FS22X10","FS22X11","FS22X12","FS22X13","FS22X14","FS22X15","FS22X16","FS22X17","FS22X18","FS22X19","FS22X20","FS22X21","FS22X22","FS22X23","FS22X24","FS22X25","FS22X26","FS22X27","FS22X28","FS22X29","FS22X30","FS22X31","FS22X32","FS22X33","FS22X34","FS22X35","FS22X36","FS22X37","FS22X38","FS22X39","FS22X40","FS22X41","FS22X42","FS22X43","FS22X44","FS22X45","FS22X46","FS22X47"
2022,"I",TRUE,"Злочини проти основ національної безпеки України (р. І Кримінального кодексу України )",NA,24,1,5,0,18,576,187,0,2,28,8,0,1,5,2,16,1,2,4,9,1,0,2,7,2,1,125,4,85,0,0,0,3,9,6,1,3,20,4,0,5,2,0,0,7,NA,NA
2022,"I",FALSE,"Дії, спрямовані на насильницьку зміну чи повалення конституційного ладу або на захоплення державної влади, ст. 109","109",1,0,0,0,1,14,15,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,NA,NA
2022,"I",FALSE,"Посягання на територіальну цілісність і недоторканість України, ст. 110","110",0,0,0,0,0,46,23,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,NA,NA
2022,"I",FALSE,"Фінансування дій, вчинених з метою насильницької зміни чи повалення конституційного ладу або захоплення державної влади, зміни меж території або державного кордону України, ст. 110-2","110-2",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2022,"I",FALSE,"Державна зрада, ст. 111","111",19,1,4,0,14,134,88,0,1,10,4,0,1,2,1,5,1,0,4,0,1,0,2,5,1,1,103,3,72,0,0,0,3,6,6,0,0,16,4,0,5,2,0,0,4,NA,NA
2022,"I",FALSE,"Колабораційна діяльність, ст.111-1","111-1",3,0,2,0,1,349,70,0,2,21,6,0,1,3,2,11,1,2,1,7,1,0,0,6,0,0,21,2,13,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,NA,NA
2022,"I",FALSE,"Пособництво державі-агресору, ст.111-2","111-2",0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
2022,"I",FALSE,"Посягання на життя державного чи громадського діяча, ст. 112","112",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA
2022,"I",FALSE,"Диверсія, ст. 113","113",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
2022,"I",FALSE,"Шпигунство, ст. 114","114",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
