"Year","Chapter","IsChp","Article","Art","FS1","FS2","FS3","FS4","FS5","FS6","FS7","FS8","FS9","FS10","FS11","FS12","FS13","FS14","FS15","FS16","FS17","FS18","FS19","FS20","FS21","FS22","FS23","FS24","FS25"
2022,"VI",FALSE,"Умисне знищення або пошкодження майна, ст. 194","194",26,1,2,0,79,23,1,0,1,21,27,26,2,1,2,14,17,46,1,1,78,1,0,0,0
2022,"VI",FALSE,"Самовільне зайняття земельної ділянки та самовільне будівництво, ст. 197-1","197-1",88,0,0,0,112,0,0,0,0,8,24,50,12,18,21,40,27,45,0,0,112,0,0,0,0
2022,"VII",TRUE,"Кримінальні правопорушення у сфері господарської діяльності (р. VІІ Кримінального кодексу України )",NA,397,21,13,0,511,27,0,0,0,107,183,161,28,32,114,266,81,160,3,0,505,6,0,0,0
2022,"VII",FALSE,"Виготовлення, зберігання, придбання, перевезення, пересилання, ввезення в Україну з метою використання при продажу товарів, збуту або збут підроблених грошей, державних цінних паперів, що існують у паперовій формі, білетів державної лотереї, марок акцизного податку чи голографічних захисних елементів, ст.199","199",20,0,0,0,39,4,0,0,0,9,12,14,2,2,8,11,11,17,0,0,39,0,0,0,0
2022,"VII",FALSE,"Незаконні дії з документами на переказ, платіжними картками та іншими засобами доступу до банківських рахунків, електронними грошима, обладнанням для їх виготовлення, ст. 200","200",19,1,0,0,29,3,0,0,0,13,7,9,0,0,10,15,4,10,0,0,29,0,0,0,0
2022,"VII",FALSE,"Незаконне використання з метою отримання прибутку гуманітарної допомоги, благодійних пожертв або безоплатної допомоги, ст.201-2","201-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"VII",FALSE,"Незаконна діяльність з організації або проведення азартних ігор, лотерей, ст. 203-2","203-2",61,0,0,0,75,0,0,0,0,16,36,22,1,0,32,31,6,38,0,0,75,0,0,0,0
2022,"VII",FALSE,"Незаконне виготовлення, зберігання, збут або транспортування з метою збуту підакцизних  товарів, ст. 204","204",95,0,0,0,106,0,0,0,0,17,39,37,5,8,20,42,28,36,0,0,106,0,0,0,0
2022,"VII",FALSE,"Підроблення документів, які подаються для проведення державної реєстрації юридичної особи та фізичних осіб-підприємців, ст. 205-1","205-1",21,0,0,0,28,1,0,0,0,9,8,8,1,2,7,14,4,10,0,0,28,0,0,0,0
2022,"VII",FALSE,"Протиправне заволодіння майном підприємства, установи, організації,  ст. 206-2","206-2",20,0,0,0,24,4,0,0,0,3,5,12,0,4,6,18,2,4,0,0,24,0,0,0,0
2022,"VII",FALSE,"Легалізація (відмивання) майна, одержаного злочинним шляхом, ст. 209","209",102,17,6,0,137,12,0,0,0,25,52,46,8,6,29,88,20,27,1,0,137,0,0,0,0
2022,"VII",FALSE,"Нецільове використання бюджетних коштів, здійснення видатків бюджету чи надання кредитів з бюджету без встановлених бюджетних призначень або з їх перевищенням, ст. 210","210",2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2022,"VII",FALSE,"Видання нормативно-правових актів, що зменшують надходження бюджету або збільшують витрати бюджету всупереч закону, ст. 211","211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"VII",FALSE,"Ухилення від сплати податків, зборів (обов'язкових платежів), ст. 212","212",53,1,6,0,40,0,0,0,0,4,7,22,5,2,6,35,2,3,0,0,38,2,0,0,0
2022,"VII",FALSE,"Порушення порядку здійснення заготівлі металобрухту та операцій з металобрухтом, ст.213","213",5,0,0,0,6,0,0,0,0,0,3,0,2,1,0,1,1,2,2,0,6,0,0,0,0
2022,"VII",FALSE,"Доведення банку до неплатоспроможності, ст. 218-1","218-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"VII",FALSE,"Порушення порядку ведення бази даних про вкладників або порядку формування звітності, ст. 220-1","220-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"VII",FALSE,"Фальсифікація фінансових документів та звітності фінансової організації, приховування неплатоспроможності фінансової установи або підстав для відкликання (анулювання) ліцензії фінансової установи, ст. 220-2","220-2",0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
2022,"VII",FALSE,"Шахрайство з фінансовими ресурсами, ст. 222","222",5,0,1,0,11,0,0,0,0,3,3,5,0,0,3,7,0,4,0,0,11,0,0,0,0
2022,"VII",FALSE,"Підроблення документів, які подаються для реєстрації випуску цінних паперів, ст. 223-1","223-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"VII",FALSE,"Незаконна приватизація державного, комунального майна, ст. 233","233",1,0,0,0,5,0,0,0,0,1,1,0,1,2,0,4,1,0,0,0,5,0,0,0,0
