"Year","Article","Part","Chapter","CRTOT","CONVIC","ACQUIT","CMED","CCLOSE","SAMEVERD","CONFES","RECONC","CIRCUMS","SPONS","DENOPR","AMNESTY","DEATH","COTHER","x3LIFEIMP","x3IMP","x3IMP1","x3IMP12","x3IMP23","x3IMP35","x3IMP510","x3IMP1015","x3IMP1525","x3RESTOL","x3DISBAT","x3ARREST","x3CORRW","x3SRVRSTR","x3PUBLW","x3FINE","x3DEPR","x3PNOTHR","PROB","RELAMN","RELOTHR","ADDFINE","ADDRANK","ADDDEPR","ADDCONF","SETCR","SETSEN","ART69","COMTREAT","SPECCNF"
2023,"Article  114-2",2,"I",36,35,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,7,7,0,0,0,2,0,0,0,0,2,0,0,16,0,0,0,0,1,4,5,0,3,0,9
2023,"Article  114-2",3,"I",20,17,0,2,1,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3
2023,"Article  115",1,"II",432,349,0,46,37,0,0,0,0,0,0,0,35,2,0,347,0,0,0,6,285,56,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,4,36,27,6,1,3
2023,"Article  115",2,"II",138,117,1,8,12,0,0,0,0,0,0,0,11,1,17,100,0,0,0,2,10,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,68,12,1,0,0
2023,"Article  116",0,"II",7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
2023,"Article  117",0,"II",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  118",0,"II",21,15,1,0,5,0,0,0,0,0,0,0,0,5,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  119",1,"II",74,63,0,1,10,0,0,0,0,1,0,0,2,7,0,15,0,0,3,11,1,0,0,8,0,0,0,1,0,0,0,0,38,0,1,0,0,0,0,0,2,1,0,0
2023,"Article  119",2,"II",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  120",1,"II",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  120",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  120",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  121",1,"II",707,652,0,15,40,0,0,0,0,0,3,0,30,7,0,205,3,2,4,117,79,0,0,3,8,1,0,1,1,0,0,2,431,0,0,0,0,0,1,43,50,21,1,2
2023,"Article  121",2,"II",281,239,2,8,32,0,0,0,0,0,0,0,22,10,0,231,0,1,0,9,220,1,0,1,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,29,30,11,0,0
2023,"Article  122",1,"II",1108,442,2,20,644,0,1,64,3,3,479,0,21,73,0,44,12,15,6,5,6,0,0,38,1,2,6,0,1,9,0,0,338,0,3,1,0,1,0,25,32,6,1,0
2023,"Article  122",2,"II",13,8,0,0,5,0,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,1,0,0,0,0
2023,"Article  123",0,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  124",0,"II",41,29,1,0,11,0,0,0,1,2,1,0,1,6,0,2,0,2,0,0,0,0,0,1,0,3,0,0,5,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0
2023,"Article  125",1,"II",9271,4491,2,36,4742,1,26,1162,3,4,3189,2,35,320,0,27,1,5,5,11,5,0,0,15,0,10,13,0,1034,3373,0,2,5,0,12,3,0,0,0,25,109,0,1,0
2023,"Article  125",2,"II",3331,1741,3,19,1568,0,8,330,1,1,1051,0,22,155,1,28,1,3,6,8,10,0,0,24,0,57,6,0,375,1134,0,2,112,0,2,2,0,0,1,41,60,0,2,0
2023,"Article  126",1,"II",1449,509,1,8,931,0,4,234,0,0,662,0,9,22,0,8,4,3,0,0,1,0,0,1,0,9,0,0,117,358,0,1,15,0,0,0,0,0,1,3,12,1,0,0
2023,"Article  126",2,"II",5,1,0,0,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  126-1",0,"II",1362,1254,1,16,91,0,2,13,13,3,7,0,35,18,0,69,31,23,3,7,5,0,0,40,1,158,0,1,602,12,0,0,368,1,2,0,0,0,0,38,103,6,0,1
2023,"Article  127",1,"II",5,3,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
2023,"Article  127",2,"II",16,10,5,0,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,2,0,7,0,0,0,0
2023,"Article  127",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  127",4,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  128",0,"II",249,126,1,2,120,0,4,77,1,0,2,0,6,30,0,5,0,3,0,2,0,0,0,6,1,0,3,1,37,1,0,0,70,0,2,0,0,0,0,10,4,1,1,0
2023,"Article  129",1,"II",131,55,0,1,75,0,2,22,0,0,46,0,2,3,0,1,0,0,0,1,0,0,0,6,0,15,0,1,0,4,0,1,26,0,1,1,0,0,0,12,1,0,0,1
2023,"Article  129",2,"II",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  130",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  130",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  130",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  130",4,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  131",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  131",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  132",0,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  133",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  133",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  133",3,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  134",1,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  134",2,"II",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"Article  135",1,"II",14,7,0,0,7,0,0,0,0,0,5,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,1,0,0,0,0
