"Year","Chapter","IsChp","Article","Art","FS22X1","FS22X2","FS22X3","FS22X4","FS22X5","FS22X6","FS22X7","FS22X8","FS22X9","FS22X10","FS22X11","FS22X12","FS22X13","FS22X14","FS22X15","FS22X16","FS22X17","FS22X18","FS22X19","FS22X20","FS22X21","FS22X22","FS22X23","FS22X24","FS22X25","FS22X26","FS22X27","FS22X28","FS22X29","FS22X30","FS22X31","FS22X32","FS22X33","FS22X34","FS22X35","FS22X36","FS22X37","FS22X38","FS22X39","FS22X40","FS22X41","FS22X42","FS22X43","FS22X44","FS22X45","FS22X46","FS22X47"
2016,"I",TRUE,"Злочини проти основ національної безпеки України",NA,2,0,1,NA,1,38,32,12,2,5,1,0,1,0,0,1,0,0,1,0,0,0,15,0,NA,NA,2,0,2,NA,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,NA,NA,NA
2016,"II",TRUE,"Злочини проти життя та здоров'я особи",NA,214,82,77,NA,55,2305,481,0,0,8,0,0,0,0,0,2,0,0,0,2,0,0,1,0,NA,NA,43,0,31,NA,NA,0,2,0,0,1,0,9,3,1,3,1,2,0,NA,NA,NA
2016,"III",TRUE,"Злочини проти волі, честі та гідності особи",NA,1,0,0,NA,1,107,19,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,10,0,6,NA,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,NA,NA,NA
2016,"IV",TRUE,"Злочини проти статевої свободи та статевої недоторканності особи",NA,7,5,1,NA,1,64,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2016,"V",TRUE,"Злочини проти виборчих, трудових та інших особистих прав і свобод людини і громадянина",NA,4,3,1,NA,0,226,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,23,0,17,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2016,"VI",TRUE,"Злочини проти власності",NA,915,416,384,NA,115,8186,1716,1,1,7,20,4,2,5,9,20,0,2,9,9,2,1,1,0,NA,NA,57,1,35,NA,NA,7,0,3,1,0,3,7,1,3,2,1,1,0,NA,NA,NA
2016,"VII",TRUE,"Злочини у сфері господарської діяльності",NA,1,0,0,NA,1,164,177,0,1,3,2,0,0,0,2,1,0,1,0,0,1,0,0,0,NA,NA,3,0,2,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA
2016,"VIII",TRUE,"Злочини проти довкілля",NA,2,2,0,NA,0,133,41,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2016,"IX",TRUE,"Злочини проти громадської безпеки",NA,30,9,14,NA,7,699,191,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,NA,NA,54,2,42,NA,NA,1,4,0,2,0,0,12,6,0,5,2,1,0,NA,NA,NA
2016,"X",TRUE,"Злочини проти безпеки виробництва",NA,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
